"SYMBOL"	"energy"	"Nsites"
"NARG2"	-19.1	1
"MIB1"	-15.9	1
"NAA25"	-18.4	1
"CHRNB4"	-15.5	1
"MESDC2"	-17.4	2
"TANGO6"	-19.8	1
"NDST1"	-16	1
"MYO5C"	-18.2	1
"MAPK6"	-18.3	1
"SLC30A4"	-18.5	1
"APH1B"	-21.8	1
"CCNT1"	-17.6	2
"SPAG9"	-15.7	1
"RBMS2"	-19.1	1
"IKZF4"	-18.1	1
"FECH"	-21.9	1
"MYOM2"	-17.2	1
"ANKRD12"	-18.7	1
"WDR59"	-20.6	1
"SMAD2"	-17.2	1
"TRPA1"	-17.2	1
"ARFGEF1"	-16.3	1
"LMF1"	-20.7	1
"CLCN7"	-15.9	1
"IL12RB2"	-17.9	1
"GLIS2"	-16.9	1
"SMURF2"	-14.8	1
"ERP44"	-16.9	1
"GINS1"	-18.2	1
"RNF167"	-17.8	1
"GNAO1"	-18.8	1
"NLRC5"	-22.9	1
"ZC3H3"	-20.1	1
"RAB2A"	-20.8	1
"PIK3R3"	-19.1	1
"MAU2"	-16.8	1
"TRPC5"	-18.6	1
"AMMECR1"	-20.3	1
"AGFG2"	-21.8	1
"CSE1L"	-18.6	1
"GAB1"	-17.5	1
"DPH1"	-17.9	1
"ZNF264"	-20.7	2
"CAPZA1"	-15.1	1
"PPM1F"	-23.2	1
"UBE2R2"	-17.6	1
"DESI1"	-19.9	1
"NOVA2"	-16.2	4
"PAX8"	-16.8	1
"NAPA"	-15.3	1
"ITPKC"	-18.1	2
"KCNK6"	-17.2	1
"NOTCH3"	-16.8	1
"LIFR"	-18.1	1
"DCPS"	-19.8	1
"POLD3"	-16.8	1
"TFCP2L1"	-19.4	2
"LHX4"	-17.8	1
"ZNF106"	-17.6	2
"RETSAT"	-24.5	1
"POLR1A"	-17.5	1
"VAMP8"	-16	1
"CAPG"	-15.2	1
"STRN"	-18.7	3
"PIK3CA"	-19.1	1
"PVRL1"	-17	1
"SC5D"	-19.7	2
"CBL"	-20.2	3
"EFHD1"	-15.3	1
"DNAJC10"	-20.1	1
"MCM6"	-19	1
"CCNT2"	-17.1	2
"DARS"	-17.2	1
"AGPS"	-18.2	1
"CAPZB"	-21.7	2
"PPAT"	-15.6	1
"ALS2"	-19.7	1
"ADD2"	-18.1	1
"RBBP5"	-18.3	2
"ASB1"	-20.4	1
"FNDC4"	-19.4	1
"RAB10"	-17.2	1
"GPN1"	-19.8	1
"MIER2"	-16.7	2
"TBC1D19"	-17.8	1
"SEPT11"	-22.7	1
"SCARB2"	-19.3	1
"ARSB"	-16.2	1
"RAD18"	-20.6	1
"GALNT7"	-16.9	1
"MAP3K13"	-21.1	1
"VCAN"	-18.6	1
"MSH3"	-20.7	3
"THOC3"	-16.5	1
"LEF1"	-19.3	1
"IPCEF1"	-19	1
"ST3GAL6"	-20.2	1
"JAKMIP2"	-17.9	1
"SRF"	-14.8	1
"APBA1"	-20.9	1
"TFEC"	-19.9	1
"WNT2"	-15.6	1
"POLA2"	-20	1
"CLCN2"	-17.8	1
"TCIRG1"	-15.9	2
"SRI"	-16.5	1
"RNF141"	-16.4	1
"HPX"	-19.9	1
"IDE"	-23.8	2
"SLIT1"	-18.2	1
"GID8"	-15.4	1
"SLC5A1"	-17.6	1
"EIF2B2"	-18.2	2
"LLPH"	-18.9	1
"KRT71"	-14.9	1
"RB1"	-16.5	1
"RNF113B"	-20.1	1
"STON2"	-18.7	2
"FBLN5"	-18.3	1
"TCF12"	-19.4	1
"BNIP2"	-18.1	1
"MESDC1"	-14.1	1
"IGF1R"	-19.8	1
"ZNF710"	-17.6	1
"PMM2"	-15	1
"NKD1"	-19.5	1
"NCOR1"	-17	1
"GID4"	-18.6	1
"RASL10B"	-16.7	1
"UNC45B"	-16.4	1
"BZRAP1"	-14.7	1
"SSH2"	-18	1
"RHBDL3"	-16.3	1
"GATA6"	-20.8	1
"SECTM1"	-14.2	1
"PIP4K2B"	-18.8	1
"ARL5C"	-18.7	1
"FEM1A"	-18.9	1
"ZNF45"	-16.9	1
"BCKDHA"	-21.8	1
"HUNK"	-18.9	1
"IFNAR1"	-18.5	1
"CAPN10"	-16.8	1
"SPIB"	-16.9	1
"IGLON5"	-15.9	1
"PRDM16"	-18.3	1
"GJA5"	-17.8	1
"SFT2D2"	-22.3	2
"CTSK"	-16.9	1
"JTB"	-15.9	1
"SDE2"	-14.4	1
"ITPKB"	-16.1	1
"C1orf35"	-19.4	1
"GDF7"	-22.3	1
"ABCG8"	-19.6	1
"KIAA1715"	-17.5	1
"SUMF1"	-18.7	1
"HES6"	-19.4	1
"VGLL4"	-16.1	1
"DNPEP"	-18.4	1
"LIMD1"	-20.5	2
"GPR128"	-14.4	1
"KIAA0226"	-20.4	1
"SLC10A6"	-19.2	2
"CISD2"	-18.2	1
"SETD7"	-18.1	3
"GLRA3"	-20.2	2
"FEM1C"	-17.8	1
"YIPF5"	-16.6	1
"TIMD4"	-18.3	1
"NHP2"	-20.4	1
"PSD2"	-16.2	1
"ZMAT2"	-17.6	1
"TRIM7"	-19.2	1
"SCUBE3"	-19	1
"PHIP"	-16	1
"GNA12"	-19.4	1
"EGFR"	-20.9	3
"KCTD7"	-20	1
"GIGYF1"	-15.9	1
"ERLIN2"	-17.1	1
"TATDN1"	-12.6	1
"AL354898.1"	-16.3	1
"VAX1"	-18.9	1
"NPFFR1"	-19.3	2
"PAOX"	-15.5	1
"PGAP2"	-15	1
"PAMR1"	-14.3	1
"SLC1A2"	-17.8	2
"SERPING1"	-22.7	1
"SLC43A1"	-13.8	1
"ENDOD1"	-17.2	1
"PAK1"	-20.7	1
"SCN2B"	-17.9	1
"COMMD7"	-20.5	1
"UHRF1BP1L"	-18.8	1
"VEGFC"	-17.8	1
"MTMR12"	-16.1	1
"FAM173B"	-16	1
"FREM2"	-20.2	1
"PLBD2"	-15.7	1
"ACAD8"	-17.1	1
"QDPR"	-16.6	1
"QTRTD1"	-16.9	1
"MMAA"	-15.6	1
"POU4F2"	-17.2	1
"GLT1D1"	-18.7	1
"SETBP1"	-18.5	1
"ZFP36L2"	-16.6	1
"YAP1"	-21.8	1
"SLC30A6"	-19	1
"BMP3"	-18.3	1
"RANBP2"	-17.7	1
"PLEKHG4B"	-16.2	1
"RMND5A"	-17.2	1
"TRIP12"	-18.6	1
"ANKH"	-20.4	1
"UBASH3B"	-17	1
"NRGN"	-18	1
"UCHL1"	-15.5	1
"ZNF286B"	-18	1
"VOPP1"	-20.7	1
"CNOT8"	-18.1	2
"CASP10"	-21.6	1
"SLC26A2"	-17.9	1
"LSM11"	-20.8	1
"MED7"	-16.7	1
"GNAQ"	-16.5	1
"DCK"	-15.4	1
"C8orf37"	-17.9	1
"WHAMM"	-19.3	1
"PCDH1"	-17.6	1
"KCNS2"	-20.7	1
"RAB11FIP1"	-19.3	1
"BAG4"	-15.4	1
"STEAP2"	-16.2	1
"C1orf158"	-20.7	3
"IL17RB"	-22.5	2
"MMEL1"	-19.1	1
"WIPI2"	-18.1	1
"MRAS"	-19.1	1
"ACTR1B"	-16.7	1
"HIST1H2BD"	-17.7	1
"SPATA2"	-17.5	3
"SLAMF8"	-18.6	1
"FAM160B2"	-19.5	1
"C8orf58"	-18.9	1
"OGFR"	-16.6	1
"HOXB13"	-20.8	1
"ACTC1"	-17.8	1
"ALDH4A1"	-16	1
"UBR1"	-19.7	1
"ACE"	-16.1	1
"LRRC36"	-16.5	1
"PSKH1"	-17.4	1
"CALM3"	-17.4	1
"AP1M1"	-18.7	1
"NR2F6"	-17.2	1
"CRYAA"	-18.9	2
"AGPAT3"	-16.9	1
"LRRC3"	-19.8	1
"ZNF626"	-16.5	1
"RNF126"	-17.5	2
"FGFR4"	-13.8	1
"NACC1"	-16.4	1
"PTCD1"	-21.6	1
"LRRC14"	-17.6	2
"ABHD17A"	-15.8	1
"MAML1"	-18.2	2
"PCYT1A"	-19	1
"GRIN2C"	-16.6	1
"TMEM143"	-16.8	1
"CCL16"	-14.6	1
"PSME3"	-16.9	2
"ASB16"	-19.3	1
"ZNF562"	-18.1	1
"LEMD2"	-15.4	1
"CHRNE"	-18.3	1
"BCL6B"	-17.5	1
"TNFSF12-TNFSF13"	-15.1	1
"ADCY9"	-21.2	1
"SLC25A34"	-16.6	1
"TMCO4"	-18.5	1
"MAPKAPK2"	-19.3	1
"REL"	-20.7	1
"FAM84A"	-21.3	1
"SLC9A4"	-16.4	1
"IWS1"	-18.1	2
"TGFA"	-18.4	3
"MERTK"	-13.6	1
"FZD5"	-16.7	1
"GABRB1"	-18.2	1
"MRPS18C"	-15.2	1
"FSTL1"	-20.1	2
"NEK10"	-15.5	1
"SLC4A7"	-14.7	1
"EIF5A2"	-17.7	1
"ABI2"	-21.2	3
"SPICE1"	-16.9	1
"ATXN7"	-16.5	1
"TM4SF18"	-15	1
"RYK"	-23.2	1
"TCF23"	-16.6	1
"KIAA1143"	-21.2	1
"ZDHHC3"	-20	1
"LZTFL1"	-17.8	1
"OSBPL11"	-15	1
"SENP2"	-22.3	1
"RFT1"	-19	1
"IL17RD"	-20.2	1
"CAMK2D"	-17.6	2
"METAP1"	-15.9	1
"EMCN"	-20.6	1
"WDR82"	-18.7	1
"NDST3"	-22.8	1
"GUCY1A3"	-17.2	1
"HHIP"	-18	1
"ANKRD33B"	-18.8	2
"UBLCP1"	-17	1
"TERT"	-19.3	1
"CCDC127"	-16.8	1
"SEPT8"	-22.9	2
"SAP30L"	-17.6	1
"C7orf60"	-17.3	1
"RP9"	-18.4	1
"ANKHD1"	-16.8	1
"HSPA9"	-19.7	1
"DCSTAMP"	-16.2	1
"TMEM65"	-18.9	1
"KIF27"	-20.4	1
"COL14A1"	-17.7	1
"FIGF"	-17.9	1
"WDFY2"	-18.8	3
"RNASE7"	-18.8	1
"WAPAL"	-15.4	1
"BTBD7"	-20.9	1
"CLMN"	-20.4	1
"JAM3"	-21	1
"BCCIP"	-16.5	1
"HIF1AN"	-17.9	2
"ADAMTS15"	-17.9	1
"TBATA"	-15.4	1
"PCBD1"	-18.4	1
"TMEM132B"	-19.9	2
"TAZ"	-15.5	1
"COX11"	-17.3	2
"TPP1"	-15.7	1
"CYB5A"	-17.8	1
"POTED"	-18.1	2
"IDH3A"	-18.6	1
"TRIM66"	-22.1	1
"POLR2M"	-18.2	1
"A2ML1"	-13.8	1
"TMED3"	-19.4	1
"HSP90B1"	-18.6	1
"ZNF592"	-16.7	1
"LDHD"	-19.2	1
"DCTN5"	-21.7	1
"C18orf54"	-19.3	1
"PATL1"	-14.7	1
"AGFG2"	-14.9	1
"GREM1"	-18.5	2
"TCP10L"	-17.4	1
"PHB"	-14.1	1
"TRPM2"	-15.9	1
"CRK"	-15.4	1
"TBC1D2B"	-19.1	2
"NOD2"	-18.2	1
"SGK494"	-15.5	1
"ZNF641"	-22.4	1
"AXL"	-19.6	1
"SLC43A2"	-19.8	1
"NUDT8"	-17.1	1
"EVPL"	-20.9	1
"ZNF597"	-18.2	1
"HNRNPUL2"	-16.6	2
"TADA3"	-16.6	1
"PCSK9"	-16.4	1
"HSD17B13"	-20.9	1
"DDX19A"	-17.3	1
"CDKN2AIP"	-19.2	1
"KIF5B"	-16.8	1
"SF3B3"	-19	1
"ABR"	-17.4	1
"DESI2"	-17.7	1
"SLC25A33"	-22.2	1
"NUDCD2"	-17	3
"LETM1"	-18.1	1
"STARD5"	-20.6	3
"ACHE"	-17.6	1
"NLGN2"	-18.5	1
"HCN1"	-18.5	1
"MMADHC"	-17.9	2
"MECP2"	-19.2	1
"ARF4"	-15.4	1
"BTD"	-20	2
"PRKCB"	-20.6	2
"TMED10"	-17.5	1
"RFX2"	-20.6	1
"KCNAB3"	-15.9	1
"HS1BP3"	-18.3	1
"AGAP1"	-18.8	1
"KBTBD2"	-16.4	1
"DTWD2"	-15.8	1
"ADCYAP1R1"	-16.9	1
"ARL6IP1"	-18	1
"SOX7"	-24	1
"MFF"	-16.7	1
"DBNDD1"	-16.9	1
"RPL7L1"	-16.9	1
"AMOT"	-19	1
"SHE"	-19	1
"NANP"	-16.7	1
"FAM84B"	-16.6	1
"ZSCAN32"	-15.6	1
"CHSY3"	-17.3	1
"IRS1"	-20.6	2
"TACR1"	-19.2	1
"DACH1"	-17.3	1
"C8orf46"	-15.9	1
"SEMA4C"	-15	1
"CD2BP2"	-15.9	1
"DTYMK"	-16.1	1
"TSPAN5"	-18.2	1
"BCR"	-17.6	1
"ATOH1"	-18.5	1
"TMEM43"	-16.8	2
"HSPBAP1"	-20.9	1
"CHST14"	-15.6	1
"HOXD4"	-15.4	2
"RNF181"	-19.7	1
"LRG1"	-17.1	1
"SOCS5"	-20.4	1
"FOXD4L1"	-15.8	1
"ZNF692"	-17.6	1
"CXCL11"	-20.7	1
"LRRC8E"	-16.8	1
"CHRNA7"	-18.6	1
"MPLKIP"	-20.8	1
"SPRR1A"	-19.6	1
"KLF13"	-18.3	1
"GIMAP1"	-18.4	1
"GIMAP8"	-19.4	1
"USH2A"	-19.9	1
"DDIT4"	-15	1
"ABCG4"	-16.7	2
"C3AR1"	-19.1	1
"ZBTB5"	-16.6	1
"CARNS1"	-16.9	1
"RPL15"	-18.1	1
"ADAT1"	-18.1	1
"ZNF471"	-19.1	1
"FBXO22"	-18.3	1
"LEMD3"	-17.9	2
"CLDN15"	-15.8	1
"STOX2"	-17.9	1
"SNX33"	-22.5	2
"ADRBK1"	-15.7	1
"GCSAM"	-18.4	1
"OR10H5"	-19.3	1
"C11orf86"	-16.5	1
"CKS1B"	-16.6	1
"ZHX3"	-19.3	1
"XCR1"	-18.7	1
"MOB1B"	-27	1
"CGGBP1"	-16.5	1
"CLOCK"	-17.7	1
"BAALC"	-16	1
"CLEC7A"	-18.4	1
"SP3"	-23.6	2
"DSEL"	-20.9	1
"TADA2B"	-19.4	1
"SNCB"	-20.6	1
"FADS6"	-22.3	1
"EIF4EBP3"	-16.8	1
"SNED1"	-16.5	1
"VCPIP1"	-15.8	1
"TERT"	-17.6	1
"SULT1B1"	-17.6	1
"CYP4A11"	-14.2	1
"RAB6A"	-20.4	1
"DCAF7"	-18.5	3
"ZNF621"	-17.2	1
"TBC1D16"	-20.5	1
"SLCO2A1"	-17.1	1
"CBX2"	-20.2	1
"SLC22A9"	-15.4	1
"MOBP"	-21.3	1
"PPP2R1B"	-15.1	1
"DPYSL2"	-20.6	1
"TNS3"	-17	1
"ZNF706"	-19	1
"ARHGAP12"	-15.3	1
"ZMAT3"	-19	1
"FBXO45"	-16.6	1
"OXSR1"	-17.8	1
"COMMD1"	-15.4	1
"ERCC4"	-19.7	1
"ZNF507"	-17.8	1
"GAL3ST3"	-19.7	1
"OXR1"	-17.4	1
"CMKLR1"	-17.8	1
"NFE2"	-14.9	1
"GLIS1"	-13.6	1
"AMZ1"	-20.3	2
"CLCN6"	-18.7	1
"CLCF1"	-16.6	1
"KIAA1551"	-22.2	1
"YPEL2"	-18	1
"LPP"	-18.5	1
"HS3ST5"	-17.1	1
"TMEM168"	-17.1	1
"SEC14L2"	-18	1
"BACE1"	-24.9	2
"GRINA"	-19	1
"OSBPL3"	-19.9	1
"CDK5R1"	-18.6	1
"NDUFS7"	-17	1
"MRPS23"	-20.5	1
"ZDHHC7"	-22.6	1
"NOS2"	-16.2	1
"BTBD9"	-23.8	1
"KIAA0195"	-16.2	1
"SPECC1L"	-16.4	1
"C9orf139"	-17.1	1
"KDM3B"	-18.1	1
"IGSF8"	-18	1
"LOH12CR1"	-17.8	1
"CD55"	-16.8	1
"SKA3"	-18.1	1
"AMBRA1"	-17.3	1
"ST8SIA5"	-19.2	1
"SERTM1"	-18.6	1
"RFFL"	-18.1	2
"CCDC43"	-15.5	1
"FZD2"	-16.5	1
"CLEC1A"	-15.5	1
"ODF3L2"	-16.4	1
"ZNF843"	-16.7	1
"CELF2"	-17.8	2
"FGF13"	-17.6	1
"ZFP91"	-17.7	1
"LARP4B"	-18.4	1
"GCNT2"	-20.8	1
"PRIMA1"	-14.9	1
"LNX2"	-16.3	1
"SEMA6D"	-19.2	1
"SOX6"	-20.6	3
"KIAA2018"	-18.6	1
"TTC9C"	-16	1
"TRIM25"	-16.5	1
"PLAG1"	-16.9	1
"EGR3"	-18.3	1
"PER1"	-15.8	1
"CD300LG"	-17.3	1
"FRMD8"	-17	1
"SIX5"	-16.6	1
"DISC1"	-16.4	1
"PROM2"	-18.2	1
"RP11-429E11.3"	-21.9	1
"NOS1"	-23.9	1
"TSPYL6"	-15.2	1
"ATG4C"	-18.7	1
"CCDC34"	-19.4	1
"LASP1"	-17.6	1
"RNF168"	-16.4	1
"UBE2N"	-19.5	1
"GINS3"	-15.4	1
"CYFIP2"	-17	1
"SAMD9L"	-19	1
"PEX7"	-19.4	1
"CA5B"	-19.1	1
"DIP2A"	-19.7	1
"PAQR4"	-17.5	1
"ZFP3"	-16.3	1
"ZFYVE1"	-15	1
"GEMIN4"	-17.6	1
"TTC7A"	-16.1	1
"WDTC1"	-19.5	1
"KSR1"	-19.8	1
"NT5DC1"	-19	1
"ZFPM1"	-18.9	2
"USH1G"	-16	1
"FMN2"	-20.1	1
"OR4A5"	-14.9	1
"RNF213"	-16.4	1
"ANO6"	-18.1	1
"EHD1"	-15.6	1
"GLS"	-15.3	1
"BLOC1S4"	-21	2
"KIF1C"	-18	1
"NFATC2IP"	-16.8	1
"SMCHD1"	-16.8	1
"RNF144A"	-17.5	1
"FMN1"	-15.7	1
"PCSK7"	-16	1
"CRTAP"	-19.7	3
"IGSF9B"	-23.4	1
"TMTC2"	-20	1
"SGPP2"	-20.7	1
"SEPT1"	-22.3	1
"KIAA1549L"	-17.5	1
"PPIP5K2"	-21	2
"TTLL11"	-19.9	1
"PRKCB"	-20.6	1
"COQ7"	-17.4	1
"CD151"	-18.9	1
"NPEPPS"	-18.8	1
"PANK1"	-19.4	2
"SMC1A"	-17.5	2
"GCNT4"	-20.2	2
"ZBTB7A"	-16.6	1
"KCTD2"	-17.2	1
"PRR18"	-15.8	1
"OR1E1"	-16.5	1
"ZYX"	-17.2	1
"NAPG"	-17.1	1
"FOXJ1"	-15.7	1
"MIEF2"	-18.1	1
"ZNRF2"	-15.2	1
"OPA3"	-18	1
"AGBL5"	-21.8	1
"TSPEAR"	-20.1	1
"ZNF491"	-18.2	1
"DIRAS1"	-16.1	1
"ACSS1"	-16.6	1
"RAP2B"	-16.9	1
"WIPF2"	-18.9	2
"PLA2G16"	-18.7	1
"TCOF1"	-20.5	1
"SPEM1"	-19.5	1
"ARMC10"	-18.3	1
"HSF5"	-19.8	1
"GYS1"	-21.1	1
"C10orf71"	-18.7	2
"ENO3"	-18.2	1
"CYP2B6"	-18.8	1
"ADRBK2"	-18.7	1
"CIITA"	-18.3	1
"ZKSCAN1"	-21	1
"GLIS3"	-17.7	1
"DCUN1D3"	-16.7	2
"HKR1"	-15.4	1
"HSPA5"	-23.9	1
"PSEN1"	-22.4	2
"USP9X"	-25.3	1
"SAV1"	-16	1
"SCN4B"	-18.7	1
"DIAPH2"	-16.4	1
"VPS37A"	-18.7	2
"LRTOMT"	-16.1	1
"MIF4GD"	-15.1	1
"BET1L"	-17.6	3
"MTHFD2L"	-17.6	1
"C5orf22"	-16.4	3
"PGR"	-17.9	1
"AL355390.1"	-16.3	1
"RAB11FIP4"	-21.2	1
