"SYMBOL"	"energy"	"Nsites"
"CSNK1A1"	-14.7	1
"AP4E1"	-20	2
"SPPL2A"	-17.2	1
"SLC30A4"	-18.3	3
"SNX1"	-19.3	1
"DAPK2"	-17.4	1
"LTBP2"	-19.4	1
"RPS6KA5"	-18.5	1
"SPAG9"	-18.3	2
"RBMS2"	-18.1	2
"IKZF4"	-20.2	1
"SLC11A2"	-17	1
"TWSG1"	-17.9	1
"CEP76"	-17.6	1
"WDR59"	-20.1	1
"SMAD2"	-21	1
"VIPR2"	-25.5	1
"ANXA13"	-18.7	1
"ZNF839"	-15.2	1
"YY1"	-17.7	1
"RCOR1"	-17.7	1
"MOB3B"	-18	1
"RAB11FIP3"	-20.4	1
"ALG1"	-21.1	2
"CRISPLD2"	-19.9	3
"GLP2R"	-22.7	1
"DNAH9"	-18.2	1
"SLC12A2"	-15.9	1
"RABEP1"	-16.9	1
"SRCAP"	-17.1	1
"DOK5"	-15.7	1
"IMPAD1"	-18	2
"CCM2L"	-17.9	1
"TTC39A"	-21.1	2
"PIK3R3"	-18.9	1
"ELL"	-20.3	1
"PRKX"	-20.6	1
"AGFG2"	-26	1
"ARPC1A"	-14.3	1
"C19orf10"	-19.3	3
"CSE1L"	-18.7	2
"SORCS1"	-18	1
"MTPAP"	-18.2	2
"SCARF1"	-17.6	1
"ZNF264"	-18.2	2
"A1BG"	-21.7	2
"RAB36"	-18	1
"PPM1F"	-19.1	1
"SYP"	-18.9	1
"DESI1"	-16.4	1
"NOVA2"	-20.1	1
"FAM83E"	-18.9	1
"EHD2"	-17.9	1
"ITPKC"	-21.9	2
"KCNK6"	-17.5	1
"WDR11"	-18.4	1
"KIAA1377"	-17.8	1
"SIAE"	-16.7	1
"PNO1"	-17.1	2
"TAF1B"	-20	1
"TFCP2L1"	-20.2	1
"EPB41L5"	-17.3	1
"FAM20B"	-20.5	1
"EPAS1"	-20.5	1
"TYRO3"	-18.6	4
"CHMP3"	-18.1	1
"POLR1A"	-20.7	1
"STAM2"	-14.7	1
"STRN"	-17.2	1
"USP13"	-17	1
"PIK3CA"	-15.2	1
"CBL"	-20.2	1
"DNAJC10"	-20.5	1
"GPR108"	-21.1	1
"ATF2"	-15.4	1
"CCNT2"	-17.5	1
"CAPZB"	-19.6	1
"PAICS"	-18.4	1
"NOA1"	-16.5	1
"POPDC2"	-16.8	1
"CASP8"	-20.9	1
"GABRA4"	-19.1	1
"HERC6"	-18.5	1
"PCDH10"	-17.5	1
"RAPGEF2"	-15.5	1
"ADD2"	-17.9	1
"IL11"	-17.7	1
"ASB1"	-20.9	1
"STAT3"	-17.6	2
"C3orf52"	-16.8	1
"SDHA"	-19.5	1
"XRN1"	-19.6	1
"MGAT4A"	-17.5	1
"MAP3K13"	-16.7	1
"CDH6"	-19.1	1
"NPR3"	-23.8	1
"RASGRF2"	-20.9	1
"MSH3"	-21.1	1
"ARRDC3"	-15.9	1
"LEF1"	-21.4	1
"EGF"	-18.9	1
"LSG1"	-20.7	1
"RBM27"	-16.1	1
"JAKMIP2"	-16.7	2
"AFF4"	-18.2	1
"XPO5"	-15.9	1
"POLA2"	-18.4	3
"PRKAR2A"	-20.9	2
"CDC14B"	-20.7	1
"RPS6KA2"	-20.4	1
"RBM48"	-17.9	1
"CDK6"	-20.6	2
"SH2D4A"	-19.8	1
"ADAP1"	-18.1	2
"SNX19"	-16.4	1
"GTF2H1"	-15.2	1
"BCL2L14"	-18.4	1
"LLPH"	-18.2	2
"GLIPR1"	-17.8	1
"TMEM19"	-19	2
"PTPRQ"	-18.6	1
"ANKRD52"	-18.5	1
"RHOF"	-19.1	1
"L2HGDH"	-14.4	1
"C14orf37"	-15.8	1
"RAB15"	-20.6	2
"STON2"	-22	1
"SORD"	-24.3	1
"RAD51"	-20.1	1
"TTBK2"	-19.2	1
"HEXA"	-17.9	1
"ITGAX"	-15.7	1
"NKD1"	-21.2	1
"ZNF174"	-15.8	2
"MED9"	-17.6	1
"NCOR1"	-21	1
"GFOD2"	-17.2	1
"RASL10B"	-18.6	1
"UNC45B"	-17.7	2
"EPN3"	-19.1	1
"SSH2"	-22.1	2
"RHBDL3"	-23.4	1
"GALNT1"	-19	1
"ESCO1"	-21	1
"GATA6"	-18.7	1
"EIF4A3"	-16.7	1
"RNF165"	-20.5	1
"FEM1A"	-21.1	1
"PGPEP1"	-21.8	1
"ZFP14"	-18	1
"HUNK"	-17.9	3
"CACNG8"	-21	2
"C19orf52"	-20.4	1
"TM4SF5"	-16.6	2
"GJA5"	-17.8	1
"SFT2D2"	-21.6	2
"ILDR2"	-20	1
"FCGR2A"	-15.6	1
"PRUNE"	-15.3	1
"GOLPH3L"	-16.4	1
"KCNN3"	-23.1	1
"LBR"	-14.5	1
"WNT9A"	-19.8	2
"MALL"	-20.6	1
"CNGA3"	-20.2	1
"POLR2D"	-17.5	1
"WIPF1"	-16	1
"KIAA1715"	-20.2	1
"ACKR3"	-18.1	1
"RQCD1"	-20	1
"CSRNP1"	-19.1	1
"SLC25A38"	-16.8	1
"PLA1A"	-17.3	1
"RNF7"	-19.7	1
"TRPC1"	-16.2	1
"EPHA5"	-16.7	1
"OCIAD2"	-16.9	1
"SLC10A4"	-15.7	1
"TBCK"	-23.1	1
"SPATA5"	-20.2	1
"SRD5A1"	-19.8	1
"FAM105A"	-16.8	1
"RPL37"	-20.6	1
"OSMR"	-18.3	1
"ATG12"	-15.7	1
"YIPF5"	-18	1
"TRIM7"	-19.1	1
"MMS22L"	-20.1	1
"PM20D2"	-18.1	1
"ZC3HAV1L"	-17	1
"NOM1"	-17.2	1
"RAB19"	-16.3	1
"NONO"	-19.3	1
"DOCK11"	-18.3	1
"DLC1"	-18.2	1
"FBXO25"	-18.6	1
"TNFRSF10B"	-17.5	1
"GINS4"	-24.1	1
"HTR7"	-21.3	1
"PAOX"	-24.5	1
"LRRC4C"	-21.5	1
"SAA4"	-16.8	1
"HSD17B12"	-18.2	1
"SLC1A2"	-21.2	1
"SERPING1"	-17.9	2
"CAPN5"	-20.7	1
"ZC3H12C"	-18.5	1
"AASDHPPT"	-16.4	1
"SCN2B"	-19.4	2
"KIAA1755"	-16.1	1
"FAM57B"	-18.1	1
"UHRF1BP1L"	-16.1	1
"FREM2"	-16.8	1
"DENR"	-16.1	1
"SLC7A11"	-19.9	1
"CCRN4L"	-17.7	1
"BTBD11"	-17.5	1
"PLBD2"	-19.7	1
"ACAD8"	-21.4	2
"CGNL1"	-20.2	1
"MMAA"	-19.5	1
"EPHA4"	-18.2	1
"GEMIN6"	-18.8	1
"EPG5"	-20.4	2
"ATP5A1"	-19.3	1
"PDK1"	-20.1	3
"FAM151B"	-19.3	1
"ZNF551"	-18.4	2
"ZNF256"	-16.1	1
"ZSCAN1"	-17.9	1
"USP12"	-16.2	1
"TRIM36"	-13.6	1
"ZFP36L2"	-18.8	1
"FLT1"	-18.6	1
"ITGA1"	-15.9	1
"ZNF117"	-18.5	1
"STK32B"	-19.9	1
"SRP19"	-17.8	2
"SMARCA5"	-18.8	2
"SYCP2L"	-15	1
"BMP6"	-17.9	1
"PLA2R1"	-15.5	1
"TRAPPC8"	-16.6	1
"GDPD1"	-18.1	1
"THY1"	-19.9	1
"ANKH"	-19.8	1
"UBASH3B"	-17.7	1
"CERS3"	-16.6	1
"OBSCN"	-18.5	1
"GPR26"	-21.3	1
"CXADR"	-17.9	1
"ADAMTS1"	-18.2	1
"SLFN13"	-16.8	1
"MYO5B"	-17	1
"SKA1"	-18.4	1
"ABCC3"	-15.7	1
"ANKRD40"	-18.2	1
"MRPS17"	-18.2	2
"ATP6V0D2"	-18.1	2
"TMEM55A"	-16.6	1
"MARVELD1"	-19	1
"HSPA13"	-18.9	1
"USP25"	-14.6	1
"LONP2"	-17.7	1
"CCDC146"	-12.3	1
"SETD9"	-19.5	1
"PDE11A"	-19.8	2
"SLC26A2"	-21.7	1
"C8orf37"	-16.1	1
"PPEF2"	-13.8	1
"WHAMM"	-18.5	1
"MAP3K7CL"	-17.3	1
"TIAM1"	-21.6	1
"TYSND1"	-21.8	1
"KIF6"	-20.2	1
"CELF6"	-15.9	1
"KAT6B"	-15.1	1
"RAB11FIP1"	-18.2	2
"UNC5D"	-17.2	2
"ZNF689"	-19.3	1
"FRRS1"	-20.3	2
"LHFPL4"	-20	1
"FZD1"	-23.8	1
"HMGCR"	-21.9	1
"CLEC18A"	-16.7	1
"C1orf158"	-20.5	1
"CACNA1D"	-18.4	1
"ZNF618"	-24.9	1
"FMNL2"	-16.8	1
"DUSP2"	-19	1
"RHPN1"	-21.7	1
"FANCC"	-17.4	3
"MRAS"	-18.5	1
"ACTR1B"	-20.4	1
"TSPAN33"	-20.9	1
"SLAMF8"	-18.7	1
"ANK1"	-20.6	1
"WNT9B"	-17.9	1
"KPNB1"	-15.6	1
"SON"	-16	1
"IGF2BP1"	-17.1	1
"SIM2"	-18.9	1
"CELF3"	-18.6	2
"MT1A"	-19.7	2
"ISL2"	-18.6	1
"CPNE2"	-18	1
"TRMU"	-19.9	1
"CBFB"	-15.6	1
"TNFRSF13C"	-18.9	5
"TRIM62"	-18.4	1
"PKNOX1"	-18.7	1
"AGPAT3"	-20.2	1
"LRRC3"	-18.7	1
"FAM207A"	-19.1	2
"PRX"	-21	1
"ADAR"	-19.9	1
"PEAR1"	-20.3	1
"NACC1"	-19.6	1
"LY6E"	-16.8	1
"LRRC14"	-21.7	1
"ALKBH4"	-17	1
"MAML1"	-17.8	1
"ACOX1"	-22.6	1
"LYZL6"	-12.7	1
"ASB16"	-17.1	1
"ZNF613"	-18.6	1
"ZNF562"	-18.2	3
"BCL6B"	-18.6	1
"CLPB"	-18.7	1
"STX5"	-15.5	1
"C11orf84"	-19.1	1
"TPCN2"	-18.5	1
"USP24"	-17.3	1
"PTCHD2"	-21.3	1
"PQLC3"	-15.3	1
"FAM84A"	-23.6	1
"KCNJ3"	-19.9	1
"CCDC138"	-17.2	1
"KCNIP3"	-20	1
"IWS1"	-18.3	1
"GABRG1"	-20	1
"GABRB1"	-22.6	2
"NAV1"	-19	1
"ARPC2"	-18	2
"SLC23A3"	-22.1	1
"CHCHD4"	-19.2	1
"PRKCI"	-17.4	1
"EIF5A2"	-17.3	1
"ABI2"	-21.5	3
"ATXN7"	-19.7	1
"APBB2"	-17.8	1
"CXCL3"	-21.1	1
"ZNF502"	-19.9	1
"KIAA1143"	-17.3	1
"TGM4"	-17.7	1
"CDCP1"	-18.3	1
"FYCO1"	-18.2	1
"DTX3L"	-17.6	2
"DNALI1"	-19.3	1
"LIPH"	-18.8	1
"TMEM41A"	-17	1
"RFT1"	-17.8	1
"UBXN7"	-19.3	2
"BSN"	-19.7	1
"HSPA4L"	-17	1
"CAMKV"	-19.6	1
"POC1A"	-25.6	1
"NDST3"	-15.5	1
"HMGB2"	-18.5	1
"SAP30"	-16.7	1
"CEP44"	-15.3	3
"NAA15"	-16.4	1
"HHIP"	-18.2	1
"TMEM184C"	-17.7	1
"ITGA2"	-17.6	1
"EDIL3"	-17.3	1
"ANKRD33B"	-21.6	1
"CMBL"	-21.8	1
"RPS23"	-16.1	1
"UTP15"	-19.3	1
"CCDC127"	-20.3	3
"SEPT8"	-21.2	2
"GALNT10"	-19.6	1
"SAP30L"	-19.6	1
"MYOZ3"	-18.4	1
"SLU7"	-18.1	1
"MDGA1"	-18.3	1
"CAMLG"	-18.7	1
"RP9"	-16.3	1
"CASD1"	-16.4	1
"SOX17"	-18.3	1
"ADCY1"	-21	1
"TNFRSF11B"	-14	1
"SBSPON"	-17	1
"GPR146"	-16	1
"TMEM184A"	-24.5	1
"PHAX"	-18.3	1
"KIAA1161"	-20.4	1
"TMEM65"	-17.6	1
"HSD3B7"	-16.6	2
"INPPL1"	-16.7	1
"PCF11"	-19.5	1
"TMEM63C"	-17.4	1
"CLEC7A"	-18.2	1
"TSC1"	-18.1	1
"CRTAC1"	-16.9	1
"CPSF2"	-18.2	1
"TCP11L2"	-17.9	2
"SPRED1"	-23.9	1
"JAM3"	-18.8	1
"SVOP"	-22.4	2
"AMN"	-21.3	1
"IKBIP"	-18.7	1
"AVPR1A"	-17.3	2
"BAG5"	-20.6	1
"PCBD1"	-20.6	1
"TMEM132B"	-24.5	1
"ACAT1"	-20.3	1
"MSS51"	-16.5	1
"RNF169"	-20.4	1
"TK2"	-18.2	1
"HSP90B1"	-22.5	1
"SLC9A5"	-17.3	1
"AP1G1"	-17.8	1
"ERI2"	-18.2	1
"UEVLD"	-18.1	3
"PEX11A"	-18.3	1
"SCNN1G"	-17.8	1
"DCTN5"	-22.9	1
"ZBTB39"	-20.1	1
"CLPX"	-17.7	1
"MYO1A"	-19.4	1
"PATL1"	-18.8	1
"METTL21B"	-16.1	2
"PRR15L"	-18.1	1
"C17orf78"	-17.8	1
"MED1"	-17.3	2
"PGAP3"	-18.6	1
"ATP5L"	-13.1	1
"CD3D"	-17.5	2
"ZNF646"	-22.8	2
"SGK494"	-16.9	1
"AXL"	-16.9	1
"TRPV3"	-18.8	1
"UNKL"	-14.5	1
"SDHAF2"	-17.1	1
"SCARA3"	-18.4	1
"PCSK9"	-19.8	1
"WDR48"	-21	1
"MCC"	-18.5	1
"C2ORF15"	-17.5	1
"SF3B3"	-19.6	2
"RGPD8"	-16.9	1
"PDHB"	-17.4	1
"TSEN34"	-20	1
"CSNK1G1"	-17.6	1
"IL7R"	-15.8	1
"HCN1"	-20.2	3
"MMADHC"	-17.2	1
"TCTN2"	-17	1
"SHCBP1"	-16.6	1
"BTD"	-18.6	2
"RFX2"	-16	1
"N6AMT1"	-18.6	1
"HAS2"	-16	1
"PLP1"	-19.6	1
"ARAP2"	-16	1
"AGAP1"	-19.2	1
"SDPR"	-16.2	1
"ADCYAP1R1"	-20.5	1
"TMEM154"	-18.6	2
"SLC6A19"	-19	3
"TM4SF20"	-16	1
"MFF"	-20.9	1
"ASL"	-17.1	1
"FAM84B"	-23.1	1
"SIK2"	-21.7	1
"UGT2B4"	-17.1	1
"IRS1"	-20.4	1
"NMUR1"	-18.3	1
"TACR1"	-16.5	1
"TUB"	-18.1	3
"TRIM35"	-17.3	1
"KIAA1024"	-15.8	1
"SEMA4C"	-19.2	1
"RTKN"	-18.3	1
"CD2BP2"	-19.6	1
"TBL2"	-18.2	1
"CEP89"	-21.5	1
"CYCS"	-20.3	1
"PRND"	-16.6	1
"CENPN"	-16.9	2
"BCR"	-19.3	2
"KLF11"	-15.4	1
"ONECUT1"	-20.2	2
"RNF187"	-17.7	1
"MBOAT2"	-18.7	1
"TRIM56"	-19.6	2
"CSDC2"	-18.7	1
"PRKCE"	-15.6	1
"ATOH8"	-20.1	3
"TMEM192"	-19.9	2
"HAS3"	-22.4	2
"NFS1"	-11.7	1
"ZNF584"	-19	2
"FEM1B"	-18	1
"C14orf142"	-16.1	1
"OR4D5"	-19	1
"OTUD7A"	-18.4	1
"KLF13"	-20.3	1
"GIMAP1"	-17.5	1
"GIMAP8"	-18.2	1
"AGXT"	-18.5	1
"CCDC8"	-21.4	1
"AKNA"	-17.9	1
"HOOK3"	-17.5	3
"SYNPO"	-20.2	1
"HAVCR2"	-17.6	1
"SLC16A13"	-16.3	2
"FBXO22"	-16.2	1
"MS4A10"	-16.1	1
"SSH3"	-17.6	1
"CCAR2"	-16.2	1
"PRKACA"	-17.5	1
"ALG10B"	-16.1	1
"CYP2W1"	-20.1	1
"DSCR3"	-18.1	1
"HFE"	-16.8	1
"PPARGC1B"	-23.2	1
"KLF7"	-17.1	1
"C4orf32"	-16.3	1
"HSPA6"	-19.1	1
"GGA2"	-20.6	1
"TRMT10C"	-19.8	1
"CFLAR"	-20.4	7
"KLK10"	-15.5	1
"TPMT"	-16.5	2
"SP3"	-20.6	1
"CYP2S1"	-17.5	1
"KCNE3"	-16.8	1
"FUT1"	-18.1	2
"CYP7B1"	-16.7	1
"FADS6"	-19.1	3
"PPA2"	-16.1	1
"VPS41"	-19.9	1
"XXYLT1"	-17.7	1
"ZDHHC24"	-24.8	1
"CASP2"	-17.6	1
"SUGT1"	-18	2
"MAPK14"	-17.9	1
"TBC1D16"	-20.6	1
"SLCO4C1"	-14	1
"SFT2D3"	-16.7	1
"ZNF738"	-15.5	1
"MOBP"	-18	1
"RPL38"	-15.9	1
"HEG1"	-17.7	1
"DENND6A"	-18.6	1
"PPP2R1B"	-19.5	1
"P2RY2"	-20	1
"PDE12"	-19.4	4
"ARHGAP12"	-20	1
"HPSE"	-17.2	1
"PLAC8"	-17.4	2
"FGFBP3"	-21	2
"FBXO45"	-17.2	1
"FBXO31"	-17.3	1
"FAM21D"	-14.9	1
"PDP2"	-22	2
"MMP14"	-18.4	1
"ZNF507"	-17.8	1
"TRIB1"	-15	1
"ABRA"	-14.8	1
"ZNF417"	-22.5	1
"HP1BP3"	-18.7	1
"RTP1"	-24.5	1
"VWC2L"	-17.7	3
"BTN2A1"	-19.1	1
"KIAA1551"	-19.5	3
"TNFRSF10D"	-18.7	1
"YPEL2"	-20.1	1
"LSMEM1"	-18	1
"AGGF1"	-16.9	1
"SEC14L2"	-22.2	1
"HMHA1"	-18.4	1
"SRSF7"	-17.5	1
"DVL3"	-18.8	1
"PFN4"	-18.2	1
"MAK"	-16.1	1
"SERTAD2"	-17.1	1
"PDE4DIP"	-17.3	1
"PITPNA"	-17.9	1
"ING5"	-17.4	1
"MRPS23"	-21.2	1
"EBF1"	-20.4	1
"RGS5"	-15.8	1
"CHAF1B"	-18.3	1
"STAT2"	-17.8	2
"ANP32E"	-16.9	1
"RPL27A"	-17.4	1
"C9orf139"	-18	1
"CSRNP3"	-17.1	2
"LOH12CR1"	-19.9	1
"TLN1"	-16.3	1
"RAB43"	-22.1	2
"SERTM1"	-20.8	2
"CHDH"	-23.4	1
"FZD2"	-17.1	2
"ARSJ"	-18.7	2
"PLXDC1"	-21.6	1
"OR2A4"	-17	2
"ZNF843"	-21.1	1
"LSM10"	-19.1	2
"METAP1D"	-19.1	1
"LYSMD3"	-22.2	1
"MCM9"	-18.2	1
