"SYMBOL"	"energy"	"Nsites"
"HEMK1"	-24.5	1
"AADAC"	-19.6	2
"EIF2AK2"	-23.7	1
"TTL"	-26.6	1
"ACADL"	-18.1	1
"GGCX"	-24	3
"PPP3R1"	-19.2	1
"WDR77"	-20.8	1
"A4GNT"	-17.7	1
"ATIC"	-25.2	1
"FBXO30"	-16.7	1
"MED28"	-22.5	1
"ABCG2"	-21.2	1
"ELL2"	-21.5	1
"ZFAND5"	-21.5	1
"DDX55"	-24.9	1
"ATAD2B"	-21.6	1
"FAM178A"	-19.2	1
"PANK3"	-26.4	2
"NFYB"	-18.7	1
"NCAPH"	-21.5	1
"PYROXD1"	-18.5	1
"TFG"	-16.4	3
"NAA50"	-23.1	2
"GJB6"	-15.5	1
"ACVR2A"	-20	1
"FYTTD1"	-20.4	1
"FKBP9"	-23.9	1
"NRK"	-18.1	1
"RIF1"	-19.8	1
"RAB38"	-17.8	1
"FBXO9"	-23.9	1
"RRP36"	-24.6	1
"BTN3A3"	-18.9	1
"ATXN1"	-23.8	2
"RAP2A"	-20.1	1
"EFNB2"	-28.4	1
"PTGER2"	-17.1	1
"MRPS7"	-22.8	1
"SLC35F5"	-20.6	1
"TRAF2"	-22.2	1
"GFER"	-26.3	1
"SNAP23"	-17.5	1
"TMOD2"	-22.6	1
"VPS13C"	-21.2	1
"MYOD1"	-23.1	1
"NFATC4"	-24.3	1
"NCAPG"	-19.2	1
"SNX4"	-19.2	2
"RRM2B"	-21.3	1
"C19orf80"	-18.2	1
"EIF2S3"	-20.6	1
"MAP3K10"	-24.9	1
"ZNF236"	-20.5	1
"CAPN7"	-27.2	2
"G6PC"	-23	1
"PCDHAC1"	-21.1	1
"PRKAB2"	-19.8	1
"FUS"	-22.5	1
"CHSY1"	-23.3	1
"THAP1"	-22.7	1
"ZSWIM4"	-25.1	1
"IGHMBP2"	-28.3	1
"TTC9"	-23.3	1
"MBD2"	-19.7	1
"CD180"	-24.4	2
"BRK1"	-19.1	1
"DPH6"	-17.5	1
"KATNBL1"	-23.2	1
"SORT1"	-25.1	2
"ITIH5"	-23.4	1
"DDB2"	-22.5	1
"PRPF38A"	-19.9	1
"DSG3"	-22.8	1
"ANXA1"	-16.7	1
"HRK"	-25.1	1
"MRAP2"	-21.3	1
"EHF"	-20	1
"PRRG4"	-20.7	1
"ACVR1B"	-23.4	1
"DYNC1LI2"	-24	1
"TMEM127"	-27.1	1
"C2orf49"	-22.3	2
"EPC2"	-20.3	1
"PLXNC1"	-20.4	2
"SRSF1"	-23.1	1
"MARCH7"	-23.1	1
"CBWD2"	-11	1
"RNF144B"	-23.6	1
"PI15"	-18.9	1
"TGS1"	-23.2	2
"SDCBP"	-22.2	1
"SORL1"	-20.7	1
"CTDSPL2"	-19.4	1
"THBS1"	-23.4	2
"FNBP1L"	-22.8	1
"CYP1B1"	-22.9	1
"ACTR2"	-16.2	1
"KIAA1598"	-21	1
"PPIG"	-23	1
"WDR12"	-24.3	1
"SLC40A1"	-17.3	1
"NAP1L1"	-18.9	1
"TMCC3"	-21.3	1
"CCND2"	-20.4	1
"LIPG"	-27.2	1
"GALC"	-19.1	1
"C12orf49"	-26.4	1
"LRP6"	-20.1	1
"AC004381.6"	-22.7	1
"UBE2K"	-19.3	1
"KLF3"	-20.9	1
"MAN2A1"	-16	1
"DGKH"	-26.5	4
"PALLD"	-24.6	1
"GPATCH2L"	-20.8	1
"IPO5"	-20.5	1
"ARL1"	-20.1	1
"RIMBP2"	-21.4	1
"PSMD11"	-20.5	1
"TAOK1"	-24.3	1
"AP3B2"	-22.3	1
"CUX2"	-23.5	2
"NAA25"	-16.6	1
"CDH1"	-24.8	1
"FAT2"	-22.3	1
"FAM214A"	-18.7	1
"SPPL2A"	-21.6	1
"EIF3J"	-15.7	1
"HCN4"	-25.9	1
"RPS6KA5"	-18.2	1
"RBMS2"	-24.8	1
"IKZF4"	-19.5	1
"LETMD1"	-23.3	1
"TSPAN13"	-19	1
"ANKRD12"	-26.3	1
"LPCAT2"	-21.2	1
"DNAJB6"	-18.7	1
"KMT2C"	-17.8	1
"ADNP2"	-24.1	1
"NLRP1"	-22.8	1
"AMMECR1"	-22.8	2
"MARK4"	-23.8	1
"GAB1"	-22.5	1
"DHTKD1"	-24.1	1
"ASPA"	-23.3	2
"SLC17A6"	-15.9	1
"ACTR3"	-19.1	2
"OPA3"	-26.7	1
"PAX8"	-22.4	1
"NAPA"	-24.5	1
"LIFR"	-19.7	1
"KIAA1377"	-21.4	1
"ATP2B3"	-23	1
"PNO1"	-22.2	1
"SPCS2"	-19	1
"ARHGEF17"	-24	1
"PTPN4"	-17.6	1
"ABCB11"	-21.8	1
"CHMP3"	-22.9	1
"KDR"	-19.5	1
"CTCF"	-17.5	1
"PVRL1"	-30.8	1
"SC5D"	-20.3	1
"SP100"	-21.6	1
"DNAJC10"	-23	1
"ATF2"	-23	1
"AGPS"	-28.8	1
"SRD5A3"	-21.4	1
"SLAIN2"	-16.8	1
"TXK"	-26.5	1
"PCDH10"	-22.1	1
"BCHE"	-17.5	1
"FNIP2"	-23.8	2
"FGF2"	-20.8	1
"NNT"	-18	1
"FGF10"	-20.8	2
"ITGA9"	-23.9	2
"TRPC3"	-15.6	1
"TBC1D19"	-21.1	2
"PPARGC1A"	-20.6	1
"SCARB2"	-20.5	1
"ANXA3"	-16.7	1
"GRPEL1"	-20.9	1
"MGAT4A"	-27.9	1
"CDV3"	-18.2	1
"SUB1"	-22.2	1
"NPR3"	-20.5	1
"WDR70"	-23.1	1
"ANKRD32"	-17.6	1
"ENPEP"	-19	1
"SEC24B"	-20.3	1
"JAKMIP2"	-22.4	2
"SEMA3C"	-18.8	1
"COL6A5"	-17.9	1
"TFEC"	-25.2	1
"PRKAR2A"	-21.6	2
"SLC25A13"	-15.2	1
"CPT1A"	-23	1
"CDK6"	-23.7	1
"ANKIB1"	-18.5	1
"ADAM28"	-22.6	1
"SH2D4A"	-25.2	1
"PDLIM2"	-27.6	1
"HNRNPH3"	-15.3	1
"TIMP3"	-22.9	1
"BCL2L14"	-19.6	1
"ZCRB1"	-17.3	1
"LLPH"	-24.5	1
"ERBB3"	-19.9	1
"ANKRD52"	-23.2	1
"ANKRD10"	-28.4	1
"NOP9"	-21.4	1
"RAB15"	-21.9	1
"TCF12"	-23	2
"RAD51"	-22.8	1
"TTBK2"	-22.3	1
"MESDC1"	-19.8	1
"ARRDC4"	-15.4	1
"BBS4"	-18.7	1
"MYLK4"	-23.3	2
"ZNF174"	-23.1	1
"SSH2"	-19.9	1
"ABCA8"	-17	1
"ASXL3"	-21.6	1
"FN3KRP"	-24	1
"ZIM3"	-20.3	1
"PGPEP1"	-25.1	1
"CACNG8"	-24.2	1
"ZNF593"	-22.3	1
"FCGR2A"	-23.3	1
"PRUNE"	-20.1	1
"GOLPH3L"	-20.4	1
"KCNH1"	-21.7	2
"LBR"	-16.2	1
"PLEKHA6"	-22.9	1
"SMEK2"	-24.1	1
"MEIS1"	-21.2	1
"SFXN5"	-21.2	1
"AMMECR1L"	-22.2	1
"NYAP2"	-24.8	1
"DIS3L2"	-23.9	1
"VGLL4"	-21.1	2
"STAC"	-24.3	2
"TRPC1"	-18.3	1
"OCIAD2"	-23	1
"SPATA5"	-25.8	2
"FABP2"	-20.1	1
"RPL37"	-22.6	2
"IQGAP2"	-21.2	1
"ATG12"	-20.2	1
"TIMD4"	-21.1	1
"LRRTM2"	-19.9	1
"PHIP"	-17.6	1
"CLVS2"	-20.9	2
"QKI"	-26.7	1
"EGFR"	-23.7	2
"CDKN2B"	-19.8	1
"ADD3"	-17.8	1
"HSD17B12"	-24.5	1
"SSRP1"	-20.3	1
"PAK1"	-25.1	1
"RPS3"	-18.5	1
"SLC22A9"	-18.9	1
"HNMT"	-21.5	1
"GPM6A"	-18.8	1
"CCT5"	-20.9	1
"PITPNM2"	-26.9	1
"SLC2A13"	-18.7	2
"AKAP6"	-23.6	1
"NDUFC2"	-19.3	1
"C4orf33"	-18.5	1
"KHDRBS2"	-15	1
"WDR35"	-20.5	1
"GUF1"	-22.6	1
"ZC3H13"	-19.6	1
"C18orf25"	-24.6	1
"PDK1"	-26.9	1
"ZNF547"	-18.1	1
"ZFP36L2"	-24.6	1
"GRIA4"	-20.2	1
"SLC30A6"	-21	1
"SMARCA5"	-19.5	1
"CCDC148"	-15	1
"DTNA"	-22.9	1
"PLEKHG4B"	-26	1
"GTF2E1"	-20.2	1
"CEBPG"	-22.1	1
"DGKE"	-26.5	1
"OLA1"	-17.6	1
"ATP5G3"	-19.3	1
"CXADR"	-21.5	1
"AK9"	-16.9	1
"OXA1L"	-22	1
"PDE11A"	-21.5	1
"CASP10"	-25.5	1
"GNAQ"	-17.6	1
"KCNMA1"	-19.7	1
"C15orf26"	-16.5	1
"TIAM1"	-23.5	1
"KIF6"	-24.1	2
"FRRS1"	-22.3	1
"CLDN12"	-21.3	1
"FZD1"	-21.4	1
"FUK"	-26.6	1
"KIT"	-18.4	2
"IL17RB"	-20.6	1
"PREX2"	-21.6	1
"PCDHAC2"	-21.1	1
"PCDHA13"	-21.1	1
"SPATA2"	-20.8	1
"PRAC1"	-20.5	1
"ACTC1"	-21.1	1
"SIM2"	-21.9	1
"SCUBE1"	-21.5	1
"MT1A"	-21.2	1
"CBFB"	-19.1	1
"TRAPPC10"	-21	1
"PWP2"	-19	1
"LRRC3"	-26.3	1
"ZNF626"	-21.5	1
"CXCR5"	-22.6	1
"ZNF333"	-23.2	1
"DCUN1D1"	-17.9	2
"THAP8"	-23.5	1
"ALDH16A1"	-21.1	1
"NAGS"	-22.9	1
"ZNF613"	-21.2	1
"SYCE2"	-21.5	1
"TNFSF12-TNFSF13"	-25.3	1
"NEU3"	-21.8	1
"NBPF6"	-21.3	1
"PKDCC"	-22.4	1
"PEX13"	-27.5	1
"KIAA1841"	-19.5	1
"MEMO1"	-26.4	1
"PQLC3"	-17.3	1
"ARL5A"	-23.5	2
"FAM84A"	-22.9	1
"GABRG1"	-18.7	1
"KBTBD8"	-26.1	1
"ATP1A1"	-17.2	1
"NAV1"	-22.2	2
"LRRC58"	-22.5	1
"SLC4A7"	-20.1	3
"TRAT1"	-25.2	2
"EIF5A2"	-19.7	1
"ABI2"	-25.3	1
"CDS1"	-21	1
"PRICKLE2"	-23.7	1
"ZNF35"	-20.3	1
"TCF23"	-26.8	1
"ZDHHC3"	-25.4	1
"SENP2"	-20.3	1
"CLDN19"	-26.1	1
"WDR82"	-24	1
"NDST3"	-19.9	1
"SAP30"	-21.3	2
"CEP44"	-19.8	1
"LMBRD2"	-22.3	2
"RANBP3L"	-18.6	1
"T"	-21	1
"CASD1"	-22.5	1
"ALDH1A1"	-17.3	1
"AQP3"	-18.8	1
"PIGO"	-24.9	1
"SPTSSA"	-19.8	1
"WRN"	-20.4	1
"DNAAF2"	-20	1
"TSC1"	-21.1	1
"TRUB1"	-16.6	1
"FAM35A"	-20.3	2
"CAPRIN2"	-14.6	1
"PDZRN4"	-16.7	1
"JAM3"	-24	1
"SVOP"	-25.1	1
"HIF1AN"	-27.7	1
"BAG5"	-23.5	1
"TMEM132B"	-23.9	1
"SERPINB2"	-17.2	1
"RNF169"	-21.6	1
"WEE1"	-20.9	1
"ZNF407"	-24.3	1
"BEAN1"	-24.6	1
"POLR3E"	-18.6	1
"KIAA0101"	-25.2	1
"PEX11A"	-19.7	1
"DCTN5"	-23.9	1
"C18orf54"	-18.5	1
"NUDT21"	-24.9	1
"LRSAM1"	-19.8	1
"ZNF91"	-20.6	1
"MED1"	-22.4	1
"TUBA1A"	-14.7	1
"CYP7A1"	-22.5	1
"SDHAF2"	-33.3	1
"PIEZO2"	-19.3	1
"SCN11A"	-17.2	1
"CDKN2AIP"	-20.9	1
"ZNF25"	-20.9	1
"C8orf22"	-22.8	1
"EMB"	-22	1
"HIPK3"	-20.3	1
"ARF4"	-15.7	1
"HOXC10"	-21.6	1
"BTD"	-26.1	2
"PDS5A"	-16.1	1
"FOS"	-23.2	1
"CAMTA1"	-22.9	2
"PRKCDBP"	-17.5	1
"ARAP2"	-20.5	1
"AGAP1"	-24.3	2
"GPR25"	-20.8	1
"TMEM154"	-25.4	1
"GPR22"	-20.6	1
"RNMTL1"	-23.4	1
"RGL1"	-22.3	1
"UQCRFS1"	-21.1	1
"IRS1"	-21.1	1
"TACR1"	-26.4	1
"TUB"	-24.8	1
"DACH1"	-18.9	1
"WFDC13"	-21.2	1
"TET2"	-20.1	1
"ONECUT1"	-21.7	1
"GBX2"	-26.9	1
"C2orf68"	-22.3	1
"MAT2A"	-20.8	1
"SOCS5"	-21.1	1
"CXCL11"	-15.4	1
"PAIP1"	-16.8	1
"FEM1B"	-20.4	1
"AXIN2"	-20.1	2
"MYOZ2"	-22.2	1
"RALGAPA1"	-21.8	1
"LDHAL6B"	-18.9	1
"PDCD6IP"	-16.5	1
"PCDHA10"	-21.1	1
"RASSF6"	-23.1	1
"CCDC126"	-19.9	1
"MURC"	-23.1	1
"HOOK3"	-27	1
"YWHAG"	-19.2	1
"PDE7B"	-21.6	1
"PPM1E"	-25.5	1
"KCNG4"	-20.1	1
"MSRB3"	-24.9	1
"FBXO22"	-22.9	1
"APOBEC3F"	-24	1
"SNX33"	-23.6	1
"ABCD2"	-18.3	2
"OR10H5"	-16.4	1
"CKS1B"	-26.9	1
"UBXN2A"	-22.1	1
"ZHX3"	-27.2	1
"DSCR3"	-20.8	1
"XCR1"	-21.9	1
"SH3RF3"	-23	1
"KLF7"	-22.9	1
"ZNF654"	-16.6	1
"SUSD5"	-20.5	1
"GGA2"	-26.9	3
"CLOCK"	-23.1	1
"BAALC"	-20.9	1
"MSL2"	-19.5	1
"AGFG1"	-21.8	2
"LIPT2"	-19.3	1
"SNCB"	-25.3	1
"INSM1"	-18.2	1
"GPD2"	-22.8	1
"SUGT1"	-22.5	4
"NEFH"	-22.1	1
"RASGRP1"	-26.3	1
"ADAM17"	-22.3	1
"DCAF7"	-25.2	1
"SFT2D3"	-29.5	1
"MOBP"	-26.6	1
"ZNF431"	-26.6	1
"PCSK1"	-22.3	1
"P2RY2"	-23.5	1
"ZNF624"	-18.3	1
"METTL2A"	-23.2	1
"FBXO31"	-23.1	1
"ERCC4"	-23.7	1
"C10orf2"	-18.9	1
"NIPAL4"	-19.6	1
"ZNF417"	-23.7	1
"FNDC9"	-16.5	1
"AMZ1"	-24.5	1
"DST"	-24.9	1
"FGF5"	-21.7	1
"MRPL45"	-21.1	1
"LPP"	-24.2	2
"RNF152"	-23.1	1
"GJC3"	-15	1
"OGFOD3"	-23.2	1
"SRSF7"	-20.9	1
"OSBPL3"	-21.9	2
"CDKN1C"	-18	1
"GNAI2"	-21.9	1
"DSCC1"	-15.6	1
"ACAD10"	-23.5	1
"HNRNPD"	-25.7	1
"STAT2"	-22.8	1
"C3orf17"	-22	2
"SKA3"	-20.9	1
"TLN1"	-27.7	1
"MMP1"	-17.2	1
"WSB2"	-23	1
"LSM10"	-23.4	1
"SNAP47"	-20.2	1
"ING3"	-20.4	1
"YOD1"	-22.9	1
"ZFP91"	-22.1	1
"SEMA6D"	-20.6	1
"AHRR"	-24.1	1
"TMEM185A"	-22.1	1
"LYPLA1"	-25.2	1
"RAB23"	-23	1
"RANBP10"	-29.8	1
"PROM2"	-23.1	1
"IL1RAP"	-22.6	1
"CA8"	-20.2	1
"UBE2N"	-23.7	1
"GRHPR"	-20.6	2
"NBPF3"	-24.2	2
"C5orf46"	-17.6	1
"C12orf36"	-20.4	1
"OR2B11"	-15.5	1
"KLHL11"	-22.7	1
"RAPH1"	-23.8	1
"TTC7A"	-20.3	1
"ZNF572"	-24	1
"CCDC129"	-27.2	1
"SCD5"	-21.4	1
"USP54"	-14.6	1
"FOXL1"	-19.8	1
"KBTBD11"	-21.4	2
"PAGR1"	-25.4	1
"CHORDC1"	-17	1
"FMN1"	-19.7	1
"KIAA1549L"	-23.1	3
"ZNF543"	-21.4	1
"SOX11"	-20.7	1
"SMC1A"	-27.9	1
"ZADH2"	-22.1	2
"GCNT4"	-22.9	1
"EGFLAM"	-24.5	1
"KCTD2"	-25.3	1
"ZNRF2"	-17.8	1
"NAP1L5"	-23	2
"SLC35A4"	-22.2	1
"CLDN22"	-17	1
"SLC17A8"	-21	1
"HIF1A"	-20.9	1
"DIRAS1"	-24.4	1
"RAP2B"	-21.5	1
"ELMOD2"	-19.5	1
"PLA2G16"	-25.1	1
"NUCB2"	-16.8	1
"C18orf56"	-19.3	1
"TDRP"	-19.8	1
"CD28"	-22.1	1
"FANCB"	-23.5	1
"ADRBK2"	-21.3	1
"MYEF2"	-22.5	1
"PPIE"	-24.4	1
"C7orf41"	-22.5	1
"ZNF283"	-22.5	1
"CREG2"	-19.6	1
"VPS37A"	-20.2	1
"ARID1A"	-16.6	1
"KIAA1731"	-11.7	1
"C5orf22"	-18.4	1
"PGR"	-21.5	1
"CLGN"	-18.1	1
"MARVELD2"	-24.4	2
"MLLT6"	-29.6	1
"ASB4"	-18.6	1
"B3GNT5"	-19.2	1
"RIT2"	-13.9	1
"ZNF518B"	-21.8	1
"AC026703.1"	-19.8	1
"PAK2"	-23	1
"SLC16A6"	-17.8	1
"C11orf87"	-21.3	1
"PRR14L"	-22.5	1
"KRT81"	-17.3	1
"YAF2"	-19.9	1
"C16orf72"	-23.4	1
"ZNF704"	-25.3	2
"CXorf38"	-23.9	1
"CCDC144NL"	-19.3	1
"DNMT3B"	-19.4	1
"PPP1R2"	-17.5	1
"PLCXD3"	-20.4	2
"MITF"	-21.4	1
"ZNF571"	-19.7	1
"COA5"	-20.2	1
"CALN1"	-23.8	1
"NFATC3"	-24	1
"PEX26"	-27.5	1
"ZNF616"	-19	1
"ZKSCAN8"	-23	3
"WDR4"	-19.8	1
"KPNA2"	-19	1
"ZNF397"	-21.9	1
"TGIF1"	-26.1	1
"CDCA2"	-18.9	1
"SOCS3"	-22.7	1
"MAGI1"	-23.5	1
"ZNF285"	-24.5	1
"FBLN7"	-21.4	1
"CLN8"	-28.4	1
"PURA"	-20.4	1
"CPNE8"	-18.2	1
"HOXD1"	-23.3	1
"ZNF703"	-24.3	2
"C2orf71"	-25.2	1
"ACSM5"	-17.4	1
"PRKD1"	-22.3	1
"PTPRM"	-17	1
"C6orf120"	-19.9	1
"HEXIM1"	-22.3	1
"DCUN1D2"	-21.6	1
"MXI1"	-21.5	1
"RLIM"	-28.1	1
"ASB7"	-22.3	1
"FIGN"	-18.8	1
"BRWD1"	-18.5	1
"TEX19"	-22	1
"ARHGEF37"	-25.2	1
"H1FX"	-19.6	1
"SPTBN1"	-19.2	2
"ZNF677"	-23.6	1
"APAF1"	-23.6	1
"GNAL"	-21.3	1
"ZNF555"	-20.7	1
"KPNA4"	-23.5	1
"TMLHE"	-17.4	1
"FMN1"	-24.6	1
"BTLA"	-26.5	1
"DCUN1D4"	-19.8	1
"CCDC18"	-20	1
"RSBN1L"	-21.5	1
"C3orf70"	-22.8	1
"BMP2K"	-22.7	2
"SLC36A3"	-16.5	1
"CYP27C1"	-22.1	2
"PITPNC1"	-20.1	1
"UNC5B"	-24.4	1
"KLHDC10"	-22.5	1
"AMACR"	-25.9	1
"TNRC6B"	-22.1	1
"CDC42EP4"	-25	1
"IQCH"	-18.6	1
"DDX3Y"	-22.4	1
"SLC25A43"	-17.1	1
"MTDH"	-24.1	1
"ZXDC"	-22.2	1
"GNL3L"	-24.1	1
"BRIX1"	-21.4	2
"CCDC88A"	-19.2	2
"SEC62"	-20.6	1
"AGTPBP1"	-21.4	1
"TNPO1"	-20.9	1
"NIPA1"	-24.4	2
"IGF1"	-19.8	1
"PPP2R5E"	-20.3	1
"SUPT7L"	-20.3	1
"C6"	-23.3	2
"ZFYVE16"	-24.3	1
"GZF1"	-24.5	1
"UGT2B15"	-17.5	1
"LRFN2"	-19.9	1
"NBPF9"	-19	1
"GLS"	-22.6	1
"DPYSL4"	-20.3	1
"SLC28A1"	-22.5	1
"VWA1"	-26.7	1
"TRIM2"	-19.1	1
"TNFSF13"	-25.3	1
"DYRK1A"	-24.5	2
"METTL24"	-21.3	1
"NRG1"	-19.9	1
"PLAUR"	-23	1
"SRSF3"	-23.3	1
"TRNT1"	-22.8	1
"ERMP1"	-20.2	1
"DYRK1A"	-22.8	1
"USP54"	-22.5	1
"KCNJ11"	-23.4	1
"GAB2"	-20.6	1
"INSIG1"	-21.2	1
"FOXN2"	-19.1	1
"H1F0"	-29.6	1
"PPIL4"	-23.4	1
"FCF1"	-22.5	1
"ARMCX3"	-22.4	1
"KLHL6"	-22.7	1
"NRG1"	-20.4	1
"SKOR1"	-18	1
"MEST"	-21.4	1
"TRIM14"	-24.4	2
"ATF3"	-22.6	1
"TMEM179"	-21.8	1
"MPRIP"	-24.7	1
"PMEPA1"	-24.8	1
"KRT77"	-22.7	1
"DPP8"	-23.5	1
"TAF9B"	-19.8	1
"SBK1"	-25.9	2
"BBC3"	-22.6	1
"IFNAR2"	-20.9	1
"AMPD2"	-22.2	1
"NRXN1"	-18.7	1
"PRLR"	-20.8	1
"SERINC3"	-21.2	1
"MASTL"	-20.1	1
"SNRNP48"	-22.4	2
"ZNF341"	-21.1	1
"BRWD1"	-21	1
"PPP3CB"	-20.6	1
"ERBB4"	-25.4	1
"SRSF10"	-21.2	1
"DICER1"	-22.7	1
"CASKIN1"	-23.5	1
"ATP7A"	-24.4	1
"HIST1H1C"	-19.2	1
"ACOT11"	-26	1
"ZNF93"	-18.9	1
"ZC3H6"	-24.7	1
"KPNA1"	-26	1
"WDR91"	-24.2	1
"MIA3"	-19.4	1
"MRRF"	-25	1
"GLYAT"	-24.2	1
"ZNF107"	-18.8	1
"ETS1"	-24.5	1
"RNF41"	-21.3	1
"SEC24C"	-19.9	1
"SKAP2"	-22.5	2
"TTC8"	-26.8	1
"FERMT3"	-27.5	1
"NFIC"	-23	1
"COG5"	-20	1
"MKKS"	-20.7	1
"RBM5"	-19.4	1
"GPAM"	-21.9	1
"MYLIP"	-19.4	1
"DDX52"	-24.9	1
"CSNK2A1"	-24	1
"FCN2"	-20.7	1
"PRSS37"	-11.2	1
"CYTH3"	-21.9	1
"ZFP30"	-23.2	1
"ACVR2B"	-20.5	1
"ZC3H7B"	-26.5	1
"SKP1"	-24	1
"LMBR1"	-20.2	1
"DDX21"	-20.9	1
"SVIP"	-22.1	1
"DUSP19"	-23.1	1
"PPTC7"	-23.9	1
"CRKL"	-23.1	2
"COPS8"	-21.3	1
"KIAA0586"	-27.5	1
"DDRGK1"	-24.8	1
"CAPN9"	-17.7	1
"MAP7"	-23.4	1
"STYX"	-21.1	1
"C11orf48"	-24.1	1
"GLYCTK"	-25.1	1
"PLSCR4"	-15.9	1
"KIF16B"	-25	1
"LARGE"	-22.3	1
"HTT"	-23.9	1
"SRGAP1"	-24.5	1
"HMBOX1"	-21.1	2
"SYNCRIP"	-16.9	1
"CD47"	-19.1	1
"NUDCD3"	-25.7	1
"C2CD4A"	-22.2	1
"ERCC6"	-19.6	1
"GPR160"	-20.9	1
"CDCA7L"	-26.7	1
"CENPL"	-21	1
"RBCK1"	-21.8	1
"SH3BP2"	-28.9	1
"BTN3A2"	-20.4	1
"SPRED2"	-19.9	1
"ASPH"	-21.3	1
"EML6"	-24.7	3
"CBWD1"	-11	1
"APOLD1"	-25.1	1
"GABRG2"	-22.3	1
"PPP4R2"	-25	1
"RAB18"	-23.6	2
"CLCC1"	-23.2	1
"CALM1"	-23.3	1
"RNF19B"	-25.3	1
"PEX2"	-24.7	1
"BCL11B"	-23.9	1
"SFPQ"	-19.9	1
"FAM212B"	-21.6	1
"CXorf24"	-22.3	1
"ACSL3"	-20.5	1
"ZNF74"	-26.3	1
"DNAJC14"	-20.2	1
"POT1"	-19.7	1
"FAM219B"	-26.2	1
"ATP2B4"	-20.1	1
"NEGR1"	-23.6	1
"CARD8"	-24.5	1
"GMFB"	-20.5	1
"MAVS"	-25.6	1
"VPS13D"	-20.8	1
"CTSE"	-18.5	1
"WDR37"	-24.9	1
"TRDMT1"	-23.2	2
"FAM217B"	-24.7	1
"ZNF100"	-20.7	1
"ZNF429"	-28.6	1
"ARHGAP19"	-25.2	1
"ARNT"	-21	1
"CELF1"	-22.1	1
"SPATS2L"	-25.9	1
"PRDM10"	-20.7	1
"RAB3GAP2"	-18.3	1
"PDE3A"	-21	1
"ELAVL3"	-21.2	1
"TMEM139"	-24.7	1
"SLC25A44"	-20.7	1
"MPZL1"	-21.7	2
"LRP10"	-31.9	1
"PGLYRP4"	-19.8	1
"ZRANB1"	-19	1
"ZDHHC14"	-22.3	1
"MYO1C"	-23.9	1
"CBWD3"	-11	1
"ETS2"	-22.9	1
"CUX1"	-24.5	1
"MSN"	-17.8	1
"VPS13A"	-22.3	1
"ZNF460"	-28.4	2
"LRRCC1"	-23.4	3
"TRIM9"	-20.1	1
"EXOC8"	-21.7	1
"PCMTD1"	-22.7	1
"URI1"	-14.6	1
"FUT8"	-18.6	1
"TTI2"	-15	1
"VKORC1L1"	-24.6	1
"ANKHD1"	-17.6	1
"SIGLEC14"	-21	1
"DNAJC5"	-23.2	1
"HS3ST3B1"	-23.4	1
"ZSCAN12"	-24.1	1
"CCL28"	-20.9	1
"CAPZA2"	-24.6	1
"C8A"	-23.7	2
