"SYMBOL"	"energy"	"Nsites"
"TNS4"	-30	1
"PRKAB2"	-23	1
"RRP8"	-27.6	1
"RAP1GAP2"	-28.7	1
"NXT1"	-21	1
"CRP"	-24	1
"MTL5"	-25.9	1
"PDE6A"	-23.5	1
"USPL1"	-23.7	1
"CHRM3"	-24.1	1
"MKRN1"	-20.1	1
"KRBA1"	-23.8	1
"CCDC59"	-21.7	1
"EIF2S1"	-20.1	1
"CD180"	-26	1
"KATNBL1"	-23.5	1
"LPIN1"	-26.3	2
"FST"	-17.4	1
"CABLES1"	-24.3	1
"FADS2"	-28.9	1
"MSI1"	-24.8	1
"RNFT2"	-26.8	1
"TFCP2"	-20.6	1
"ACVR1B"	-24.5	1
"KCNMB4"	-27	1
"MFSD9"	-26.1	1
"TMEM127"	-27.6	1
"ALDH1L2"	-24.5	1
"USP44"	-19.6	1
"CHST12"	-25.2	1
"NUPL2"	-24.6	1
"ACSBG1"	-23.7	1
"MTHFS"	-24.1	1
"SRSF1"	-24.6	1
"LIMD2"	-32	1
"KAT7"	-23	2
"HS6ST1"	-25.7	1
"TOR1B"	-25	1
"ORM1"	-28.1	1
"PDCL"	-25	1
"RANBP6"	-20.8	1
"IER3"	-20.6	1
"TTPA"	-20.6	1
"FDX1"	-23.8	1
"HAUS2"	-24.5	1
"RPLP1"	-15.1	1
"ADCY3"	-22.6	1
"LRPPRC"	-23.1	1
"BARD1"	-24.8	1
"ASNSD1"	-23.1	1
"WBP11"	-24.6	1
"BCAT1"	-22.2	1
"TMCC3"	-21	1
"C12orf4"	-26.1	1
"RAB21"	-23.6	1
"FAM189A1"	-27.5	2
"LIPG"	-30.3	1
"C12orf49"	-25	1
"CLEC2D"	-21.8	1
"XYLT1"	-26.3	1
"CORO1C"	-24.9	1
"DGKH"	-27.1	1
"NARG2"	-21.3	1
"GPATCH2L"	-24.8	1
"SNW1"	-17.2	1
"POMT2"	-27.6	1
"TMEM260"	-20.7	1
"LPIN2"	-28.2	1
"ARL1"	-23.3	1
"UTP20"	-19.6	1
"BTBD1"	-19	1
"CUX2"	-22.2	1
"GNB5"	-22.4	1
"AAGAB"	-23.1	1
"TRIP4"	-22	1
"CCNT1"	-21.9	1
"FLT4"	-23.5	1
"SMAD2"	-22.4	1
"YY1"	-28.2	1
"MOB3B"	-25.5	1
"LMF1"	-27.6	1
"IL12RB2"	-26.1	1
"UBN1"	-26.5	1
"CRISPLD2"	-30.4	1
"GLP2R"	-26.7	2
"ZNF629"	-33.6	1
"RAB2A"	-21.6	1
"TTC39A"	-28.3	1
"MAST3"	-25	1
"MARK4"	-23.8	1
"ZNF225"	-19.3	1
"RASA4"	-27.9	1
"TCF3"	-24.5	1
"EEF2K"	-23.5	1
"ZNF264"	-24.7	1
"PPM1F"	-29.4	1
"UBE2R2"	-22	1
"SYP"	-28.7	1
"ACTR3"	-18.5	1
"ARFGAP3"	-25	1
"EHD2"	-27.2	2
"TAF1B"	-24.5	2
"TFCP2L1"	-24.5	1
"EPAS1"	-23.5	1
"ABCB11"	-23.1	1
"RETSAT"	-27.8	2
"CHMP3"	-25.1	1
"POLR1A"	-23.8	1
"STRN"	-26	1
"SLC9A1"	-25.5	1
"PET112"	-21.5	1
"SLC7A6OS"	-25.2	1
"SLC5A7"	-18.8	1
"DNAJC10"	-28.3	2
"GSK3B"	-29.1	1
"RPL31"	-19.9	1
"TXK"	-24.7	1
"GABRA4"	-27	1
"ADD2"	-27.6	1
"ASB1"	-25.2	1
"CAD"	-24.9	1
"LYL1"	-21.3	1
"ICAM1"	-24.7	1
"TBC1D19"	-21	1
"SEPT11"	-20.2	1
"LMAN2L"	-30.3	1
"SLC10A7"	-20.3	1
"SOX30"	-22.7	1
"FAM184B"	-23.5	2
"DGKG"	-29.6	1
"MAP3K13"	-22.5	1
"CDH6"	-25.1	1
"NPR3"	-22.5	1
"STC2"	-25.9	1
"RAI14"	-31.5	1
"ANKRD32"	-20.4	1
"ARHGEF38"	-23.9	1
"FAM188B"	-26.9	1
"FSTL4"	-24.2	1
"TFEC"	-22.7	1
"PON3"	-23.7	1
"CDC14B"	-24.1	1
"SLC26A4"	-22	1
"ADAP1"	-25.6	1
"TIMP3"	-22.3	1
"EIF2B2"	-22.3	1
"B4GALNT3"	-24.3	1
"BCL2L14"	-23.5	1
"NDUFA9"	-23.2	1
"BEST3"	-20.3	1
"SLC15A4"	-20.3	1
"N4BP2L2"	-20.6	2
"ANKRD52"	-25	1
"SRRM4"	-27.5	1
"NOP9"	-31.9	1
"STON2"	-22	1
"GPR65"	-22.5	3
"FBLN5"	-27.6	1
"SORD"	-23.7	1
"RAD51"	-25	1
"DISP2"	-29.4	1
"IGF1R"	-32.3	2
"ADAMTS17"	-25.6	1
"ST8SIA2"	-26.7	1
"RPL3L"	-24.6	1
"PHF12"	-24.2	1
"SLC39A6"	-18.2	1
"GATA6"	-26.9	1
"RNF165"	-25.5	1
"ARL5C"	-24	1
"CYP4F22"	-27.6	1
"ZNF544"	-29	1
"FEM1A"	-24	1
"PGPEP1"	-31.3	1
"ZFP14"	-27.3	1
"IFNAR1"	-25.6	1
"PSMA5"	-21.9	1
"FCRL4"	-22.5	1
"PRUNE"	-18.9	1
"KCNH1"	-29.7	1
"C1orf35"	-23.2	2
"SFXN5"	-24.4	1
"VGLL4"	-23.8	1
"RABL3"	-22.7	1
"KIAA0226"	-22.9	1
"STXBP5L"	-25.5	1
"DGKQ"	-26.2	1
"SCD5"	-17.7	1
"AP1AR"	-21.8	1
"SETD7"	-23.1	1
"RPL37"	-24.4	1
"CDKAL1"	-19.8	1
"PSD2"	-26	3
"LRRTM2"	-18.7	2
"RNF44"	-24.2	1
"CLVS2"	-25.7	1
"EGFR"	-23.8	1
"ZC3HAV1L"	-22.9	1
"UPF3B"	-21.7	1
"DOCK11"	-24.9	1
"BIN3"	-22.4	1
"ZCCHC6"	-23.1	1
"ASB6"	-24.4	2
"HTR7"	-21.7	2
"VAX1"	-30	2
"NPFFR1"	-27	2
"CEP164"	-25.9	1
"KIAA1755"	-29.3	1
"ORAOV1"	-23.8	1
"HIRIP3"	-26.7	1
"PDCD4"	-22.6	1
"VEGFC"	-22	1
"PRSS23"	-21.7	1
"DENR"	-25.3	1
"TMEM18"	-24.6	1
"FER"	-22.9	3
"WDR35"	-25.2	1
"ZNF385D"	-19.5	1
"MED13L"	-23.6	1
"SETBP1"	-27.2	1
"PDK1"	-26	1
"ZSCAN1"	-26.7	1
"CAMK4"	-23.6	1
"ZFP36L2"	-23.8	1
"UGT3A2"	-26	1
"STK32B"	-22.3	1
"CENPH"	-21.6	1
"PLEKHG4B"	-26.9	2
"TGIF2LX"	-21	1
"DGKE"	-26.1	1
"MSI2"	-23.3	1
"FAM167A"	-26	1
"SH3RF1"	-19.8	1
"GPR26"	-25	1
"SLFN13"	-25.2	2
"WNT7A"	-23.2	1
"ZNF286B"	-26.1	1
"MARVELD1"	-26.7	1
"GRAMD3"	-25.1	2
"PDE11A"	-23.4	1
"MED7"	-26.3	1
"NDUFAF6"	-24	1
"GDF6"	-25	1
"UQCRB"	-21.3	1
"UNC5D"	-24.9	2
"VPS8"	-25.3	1
"MPV17L"	-24.2	1
"PDE6D"	-21.7	1
"SLC6A1"	-22.7	1
"TIMP4"	-27.8	1
"PRKAG2"	-20.6	1
"HMGCR"	-24.7	1
"CLEC18A"	-24	1
"ERC2"	-22.5	1
"APPL1"	-22.8	1
"DPYSL5"	-25.8	1
"PEX10"	-26.4	1
"WIPI2"	-23.6	1
"RHPN1"	-30.9	3
"HIST1H2BD"	-22.8	1
"PKD1L1"	-20.3	1
"WNT4"	-23.6	1
"IFNGR2"	-24.5	1
"HK2"	-25.1	1
"TNFRSF13C"	-27.1	2
"NR2F6"	-22.4	1
"KALRN"	-26.5	2
"LRRC3"	-24.7	1
"S100B"	-22.5	1
"ZNF626"	-26.5	1
"PRX"	-27.8	2
"HK3"	-23.3	1
"LRWD1"	-22	1
"CYGB"	-23.3	1
"NAGS"	-27.1	1
"AQP5"	-22.9	1
"ZNF562"	-27.1	1
"CLPB"	-25.1	1
"DRAXIN"	-25.7	1
"REL"	-24.9	1
"FAM84A"	-24.8	1
"FBXO41"	-33.5	2
"ZNF514"	-23.8	1
"IWS1"	-21.5	1
"ALPI"	-23.4	1
"NAV1"	-24.4	4
"FEV"	-23	1
"HDAC11"	-22.3	1
"ABI2"	-22.8	1
"CCNL1"	-20	2
"APBB2"	-21.8	1
"CXCL5"	-25.1	1
"RYK"	-22.8	1
"DNAJC5G"	-22.4	1
"CDCP1"	-23	1
"TPRA1"	-33.9	1
"RFT1"	-26	1
"IL17RD"	-25.9	1
"PPM1M"	-26.1	1
"CEP44"	-22.4	1
"HPGD"	-20.9	1
"ANKRD33B"	-27.1	1
"F2RL1"	-24.1	1
"WDR41"	-21.5	1
"ENPP6"	-24.6	2
"UTP15"	-23.4	2
"CCDC127"	-25.8	1
"NPM1"	-21.9	1
"SAP30L"	-24.8	1
"MDGA1"	-29.4	3
"ADCY1"	-27.9	1
"EN2"	-27.6	1
"SLC25A32"	-23.5	2
"KIAA1161"	-23	1
"WBSCR27"	-26.9	1
"SPTSSA"	-23.7	1
"PGM2L1"	-24.3	2
"INPPL1"	-24	1
"PKNOX2"	-22.4	1
"C10orf10"	-24	2
"RPUSD4"	-22.5	1
"DUSP16"	-27.9	1
"RNASE7"	-25.2	1
"ISCA2"	-23.2	1
"CLMN"	-27.6	1
"VPS35"	-22.5	1
"AMN"	-24.8	1
"HIF1AN"	-29.4	3
"ZNF319"	-28.1	1
"PCBD1"	-20.3	1
"ACAT1"	-18.6	1
"TPP1"	-20.6	1
"TRIM66"	-27.7	1
"TMED3"	-23.8	1
"PPP1R16B"	-28.8	2
"SLFN5"	-22.5	1
"UEVLD"	-25	1
"CCNDBP1"	-20	1
"COL6A2"	-22.6	1
"CD3D"	-24.7	1
"KLHL26"	-25.9	1
"DIP2B"	-24.2	2
"KIFC2"	-26.3	1
"CD209"	-25.8	1
"AC018755.1"	-23.7	1
"SPRYD3"	-28.7	1
"TMEM99"	-26.6	1
"KCTD5"	-22.1	1
"VPS37C"	-27.5	1
"HNRNPUL2"	-23.9	1
"ENTPD3"	-20.2	1
"SCARA3"	-26.8	2
"PCSK9"	-24.6	1
"VSTM2A"	-19.2	1
"ENC1"	-19.7	1
"MYRIP"	-22.5	1
"SCAMP3"	-25.5	1
"CTNNA1"	-22.9	1
"NUDCD2"	-21.4	1
"STARD5"	-25.5	1
"ZCCHC4"	-23.9	1
"KCNK3"	-25	1
"NLGN2"	-20.4	1
"TSEN34"	-25.4	1
"CSNK1G1"	-27.1	1
"IL7R"	-21.1	1
"TMEM129"	-23.9	1
"ARNT2"	-27.7	1
"BTD"	-26.7	1
"PLP1"	-21.3	1
"GPRIN1"	-28.9	1
"HS1BP3"	-26.8	1
"AGAP1"	-28.6	1
"ADCYAP1R1"	-26	1
"GPR25"	-25.7	1
"SUV420H1"	-22.9	1
"TMEM154"	-25.6	1
"CST5"	-23.9	1
"CST2"	-23.9	1
"DBNDD1"	-31	1
"LONRF3"	-32.5	2
"UQCRFS1"	-23	1
"IL17D"	-25	1
"P2RY1"	-19.8	2
"C8orf46"	-27	1
"TBL2"	-20.8	1
"MBOAT2"	-25.5	1
"MGMT"	-24.3	1
"ALCAM"	-20.5	1
"GBX2"	-32	1
"RNF181"	-30.8	1
"LRG1"	-27.2	1
"TMEM192"	-26.1	1
"PRL"	-19	1
"PTPN9"	-23.1	1
"RPTOR"	-27.9	2
"USP38"	-19.2	1
"ABHD15"	-24.1	2
"HEXIM2"	-25	1
"APLN"	-26.7	1
"YWHAG"	-31.5	1
"SYNPO"	-28.7	1
"CARNS1"	-24.5	1
"PDE7B"	-21.8	1
"RGMB"	-25.3	1
"MSRB3"	-26.2	1
"SNX33"	-26.5	1
"TMOD3"	-22.7	1
"ADRBK1"	-23.9	1
"ISX"	-25.9	1
"C11orf86"	-25.2	1
"APITD1"	-18.9	1
"INHBC"	-26.2	1
"CFLAR"	-26.5	1
"KLK10"	-27.9	1
"KCNE3"	-25.4	1
"PPA2"	-22.4	2
"ARL10"	-25.6	1
"ZDHHC24"	-29.6	1
"TBC1D8B"	-27.8	1
"SPSB4"	-23.5	1
"UGT8"	-24.9	1
"TBC1D16"	-26.6	2
"PPP2R1B"	-21.3	1
"LRCH1"	-22.6	1
"WFIKKN2"	-24	1
"METTL2A"	-23.3	1
"PLAC8"	-25.3	1
"ANKS4B"	-24.4	1
"IL1RL1"	-20.6	1
"SLC22A13"	-24.5	1
"GLS2"	-24.4	1
"KIAA1551"	-24.4	1
"YPEL2"	-26.9	1
"SEC14L2"	-26.1	1
"KRI1"	-23	1
"OGFOD3"	-27.8	1
"KRT80"	-29.2	1
"ING5"	-24.4	1
"DSCC1"	-17.3	1
"FAM20C"	-25.1	1
"BTBD9"	-28.7	2
"KIAA0195"	-25.2	1
"SAMD4B"	-26.5	1
"ZNF620"	-23.1	1
"LOH12CR1"	-25.6	2
"SKA3"	-22	1
"AMBRA1"	-28.1	1
"HNRNPA0"	-21.1	1
"RNASEH1"	-27	1
"SPAST"	-21.6	1
"ZNF843"	-23	1
"LSM10"	-23.6	1
"TFE3"	-23	2
"MCM9"	-18.8	1
"SCAMP4"	-28.4	1
"HNF4A"	-24	1
"GOLGA6L1"	-22.8	1
"UGDH"	-22.5	1
"LSMEM2"	-23.3	1
"ZBTB8A"	-25	1
"SLC9A9"	-25.1	1
"MBLAC2"	-18.1	1
"DEF6"	-21.2	1
"IL20RA"	-21.7	1
"SHMT1"	-26	1
"SLC7A8"	-22	1
"TIGD2"	-23.5	1
"C11orf44"	-21.7	1
"CNOT1"	-25.6	1
"ZNF776"	-23.1	1
"TOLLIP"	-26.6	1
"SEZ6"	-21	1
"MAMDC4"	-29	1
"SALL2"	-24.1	1
"NTRK3"	-27	1
"SIX5"	-23.2	1
"BCL2L13"	-21.2	1
"ASB8"	-22.8	1
"C22orf43"	-29	1
"KCTD12"	-23.7	1
"NOS1"	-25.6	2
"AMOTL1"	-25	1
"CLSPN"	-23.1	1
"GREM2"	-22.9	1
"PPFIBP1"	-21	1
"MRPL43"	-25.8	1
"ZFP3"	-27	1
"ZFYVE1"	-22.4	1
"MLXIP"	-28.2	1
"KLHL11"	-23.8	1
"MUC3A"	-21.3	1
"NT5DC1"	-23.1	1
"EPHA10"	-23.2	1
"GPR35"	-25.8	1
"KBTBD11"	-22.7	1
"RAB39A"	-25.1	1
"SSBP2"	-22.9	1
"MUC20"	-26.3	1
"KIF1C"	-28	1
"PLXNA4"	-25.5	2
"HCCS"	-19.4	1
"TGIF2LY"	-21	1
"SIGLEC8"	-23.4	1
"PPIP5K2"	-25.9	2
"PHYHIP"	-28.9	1
"BPTF"	-24	1
"EHD3"	-29.6	1
"BPNT1"	-23.4	1
"PPP2R1A"	-30.1	1
"TRIM72"	-29	2
"LTBP3"	-26.8	1
"SSNA1"	-27.6	1
"WDR33"	-23.7	1
"GIPC3"	-29	1
"ZADH2"	-25.7	2
"WDFY3"	-20.1	1
"EPM2AIP1"	-22.5	1
"KCNH5"	-22.7	1
"FOXJ1"	-23.2	1
"RRP7A"	-27.1	1
"OPA3"	-26.7	1
"TSPEAR"	-26.8	1
"DIRAS1"	-25.9	1
"DDHD1"	-24.2	1
"C10orf71"	-27.7	1
"ST8SIA3"	-25.6	1
"ADRBK2"	-25.5	1
"PSEN1"	-23.7	1
"PPM1N"	-23.6	1
"DIAPH2"	-23.2	1
"CREG2"	-21	1
"ARID1A"	-21.1	1
"CRMP1"	-24.6	1
"MSC"	-24.7	1
"CEP57"	-19.5	1
"MLLT6"	-26.9	1
"OAZ2"	-27.4	2
"ZNF561"	-21.4	2
"FAXDC2"	-29.3	1
"SRRM3"	-24.7	1
"RWDD4"	-18.8	1
"TMIE"	-27.4	1
"C3orf80"	-19.8	1
"PSD3"	-22.4	1
"SMAD3"	-28	1
"TNFAIP8L1"	-26.5	1
"DZIP1L"	-23.3	1
"TNFAIP8L3"	-23.7	1
"CFD"	-24.2	1
"CCDC144NL"	-23.3	1
"DDX53"	-22.7	1
"ZKSCAN2"	-22.8	1
"ZNF85"	-22.1	1
"C1QTNF8"	-27.6	1
"KCNJ15"	-25.8	1
"OR2T34"	-21.9	1
"CALN1"	-26.4	2
"SPNS2"	-28.3	2
"HGS"	-22.4	1
"LZTS3"	-23.6	1
"ALX4"	-24.1	1
"OLFML1"	-24.1	1
"C1orf64"	-28.4	1
"ACSM2B"	-24.1	2
"CALHM1"	-29.1	1
"IST1"	-22.5	1
"GTF3C6"	-24.5	1
"ZNF696"	-28.8	1
"MRTO4"	-26.3	2
"HDDC3"	-19.3	1
"ATP6V0A2"	-24.9	1
"OPRM1"	-27.7	2
"TGIF1"	-23.2	1
"CDCA2"	-20	1
"LYRM4"	-24.7	1
"MAPK11"	-31.4	1
"MX2"	-27.3	1
"KDELR1"	-22.9	2
"ADAP2"	-28.2	1
"NPLOC4"	-29.7	1
"PDGFB"	-23.6	1
"NPBWR1"	-23.9	1
"HS3ST4"	-25.5	1
"SMDT1"	-22.9	1
"PSMG1"	-27.9	1
"BMP8A"	-24.2	1
"BGN"	-26	1
"SS18L1"	-22.6	1
"FTL"	-23.3	1
"GLUL"	-23.5	1
"PTCH1"	-22.2	1
"PHF6"	-24.3	1
"TMPRSS2"	-22.2	1
"CHST6"	-26.3	1
"SNAI3"	-29.6	1
"NDNL2"	-20.8	1
"TCEAL7"	-22.3	1
"AC009365.3"	-26.1	1
"NLRP9"	-27.1	1
"MTMR3"	-30	1
"C11orf72"	-21.8	1
"TMEM259"	-20.9	1
"BRWD1"	-20.3	1
"NPB"	-22.7	1
"FAM83F"	-28.4	1
"ARHGEF37"	-25.2	1
"KCTD11"	-25.9	1
"UGT3A1"	-24.3	1
"CASP9"	-26.9	1
"EMID1"	-25.3	1
"RGS7BP"	-19.6	2
"ZSCAN2"	-27	1
"ZNF20"	-20.5	1
"DLST"	-29.2	1
"KPNA4"	-24.3	1
"SYNE3"	-24	1
"SPATA12"	-26.9	1
"PRMT2"	-21.8	1
"ZDHHC8"	-32	1
"COQ6"	-18.5	1
"DHRSX"	-21.7	1
"DUSP18"	-27.3	1
"BCL9L"	-26.1	1
"BMP2K"	-19.5	1
"FMNL3"	-30.9	3
"INTU"	-26.5	1
"FOXK2"	-26.3	1
"WASF3"	-22.2	1
"UNC5B"	-29.1	1
"HM13"	-26.9	1
"NPAS2"	-24.9	1
"ACTR8"	-27.4	2
"CENPA"	-22.2	1
"ZNF446"	-26.9	1
"ZNF212"	-20.9	1
"VPRBP"	-23.1	1
"RNF24"	-24.7	1
"ARL17A"	-24.9	2
"THEM6"	-24	1
"SRA1"	-22.5	1
"AP3S2"	-25.1	1
"ARHGAP10"	-21.6	1
"C6orf223"	-26.8	1
"PNPLA2"	-21.2	1
"SEC23B"	-23.9	1
"FNDC3B"	-21.8	1
"C17orf62"	-22.2	1
"SEC62"	-22.2	1
"C8orf34"	-19.2	1
"CXCL14"	-23.7	1
"CDR2L"	-23.3	1
"FAM53B"	-26.4	1
"RAD51C"	-25.2	2
"AKAP1"	-24.1	1
"MASP1"	-23.1	2
"RERE"	-29	1
"MS4A15"	-22	1
"ZFYVE16"	-30.4	1
"SLA"	-25.7	1
"NQO2"	-24.2	1
"EME1"	-24.1	1
"SLC12A4"	-24	1
"VWA1"	-27.3	1
"CRTC1"	-25.4	1
"SMTNL2"	-25	1
"ZC3H12B"	-24.6	1
"LRP1"	-26.4	1
"NCR3LG1"	-24.3	1
"CRHR1"	-24.4	1
"CLIC5"	-23.2	1
"DYRK1A"	-24.4	1
"SERINC1"	-24.2	1
"DNAJB13"	-23.5	1
"CLEC18B"	-24	1
"GPT2"	-29.6	1
"TSPAN18"	-25.2	1
"HRH3"	-24.3	1
"BTNL8"	-20.9	1
"XIRP1"	-24.7	1
"GOLGB1"	-23.6	1
"RINL"	-24.5	1
"PPIL4"	-22.6	1
"TMEM221"	-23.5	1
"RBM33"	-32.7	2
"SLC16A12"	-24.9	1
"SPG7"	-29.5	1
"BRI3BP"	-25.7	1
"TREML4"	-23.7	1
"MPRIP"	-27.1	1
"NCOA3"	-23.1	1
"FAM163A"	-25.4	1
"C6orf132"	-27	1
"AL450307.1"	-23.1	1
"SBK1"	-28.4	1
"CCDC30"	-24.8	1
"POU2F2"	-25.1	1
"SERINC3"	-21.5	1
"JAK1"	-21.2	1
"GDAP1L1"	-27.7	1
"C17orf62"	-24.7	2
"TCAIM"	-21.6	1
"ZNF250"	-22.6	1
"SOX12"	-24.7	1
"PPCDC"	-25.2	1
"CXorf67"	-22.2	1
"C3orf62"	-24.7	1
"PRELP"	-23.9	2
"MAFK"	-28.8	1
"LRRD1"	-22.4	1
"SEMA6A"	-24.9	1
"ATP6V0A1"	-23.3	1
"TLDC1"	-26.2	2
"UBTF"	-26.6	1
"CLDN18"	-25.9	2
"WNT8B"	-26	1
"AP000867.1"	-23.2	1
"ZNF678"	-23	1
"ASH2L"	-23.3	1
"SNTN"	-21.2	1
"SOWAHD"	-23.7	1
"SEPT6"	-25	1
"RNF222"	-27.6	2
"PXMP4"	-34.2	1
"RPL28"	-25.4	1
"NOS1"	-25.2	1
"GRAP2"	-30.2	1
"WDR91"	-27	1
"GRAPL"	-29.6	1
"SLC35F6"	-24.5	1
"ZNF395"	-23.9	2
"RCBTB2"	-19.9	1
"MRRF"	-23.3	2
"RUNX1"	-22.9	1
"USP7"	-23	1
"THUMPD3"	-23.3	1
"FOXN3"	-22.4	1
"BNC1"	-29.4	1
"HDAC4"	-28.5	1
"NISCH"	-25	1
"NFIC"	-28.5	1
"OSTF1"	-23.5	1
"CHST15"	-25.2	1
"IL36RN"	-22.8	1
"COG5"	-20	1
"DZIP1"	-23.9	1
"KCNQ4"	-26	1
"LRRC15"	-28.8	1
"HELLS"	-20.5	1
"SMARCE1"	-25.4	1
"POLDIP3"	-26.7	1
"TBX3"	-25.5	1
"H2AFV"	-23.1	1
"FCN2"	-31.5	1
"THBS4"	-30.1	1
"PTPN11"	-26	1
"FAM114A2"	-21.1	1
"RFC2"	-25.1	3
"MKLN1"	-25.8	1
"ABHD2"	-23.8	1
"ACACA"	-23.2	1
"SLC6A20"	-25.3	1
"USP15"	-22.8	1
"SKP1"	-26.1	3
"COL17A1"	-25.5	2
"YWHAB"	-23	1
"ABCC11"	-24.9	1
"SVIP"	-20.7	1
"TBC1D20"	-23.6	1
"CRKL"	-22.7	1
"C9orf163"	-23.3	1
"ZNF774"	-30.3	1
"PLEKHS1"	-22.7	1
"DDRGK1"	-26	1
"PDGFA"	-24.2	1
"MAP7"	-24.8	1
"TYW5"	-21.7	1
"ERO1LB"	-22.7	1
"ELOVL2"	-26.3	1
"HEY1"	-19.9	1
"SND1"	-26.1	1
"BPNT1"	-20.7	1
"SERF1A"	-20.4	1
"HTT"	-25.1	1
"VANGL1"	-23.3	1
"PDE4C"	-25	1
"CFLAR"	-22.1	1
"NEK5"	-20.4	1
"TLR4"	-24.8	1
"VAT1"	-22.5	1
"STRN3"	-20.8	1
"COA4"	-23.4	1
